,Zip,Household Income Change,Median Home Value Change,% Bachelors+ Change,Walmart Store Count
938,2038,0.25295983316316556,0.059001512859304085,0.09354937328034241,0.0
944,2052,0.20703641997415256,0.096894620736467,0.03573749187784275,0.0
954,2081,0.1990114889856306,0.1725938821188759,0.02243864433190495,1.0
955,2090,0.2982144939122903,0.1320450885668277,0.12188769663506616,0.0
957,2108,0.4717056308755909,0.2952649257774407,0.019830949284785435,0.0
958,2109,0.12632638774177818,0.29580674567000914,0.024746571258199165,0.0
959,2110,-0.03980949252750862,0.4465992898115269,0.4186684969114619,0.0
963,2115,0.40629707743296173,0.1292832312531038,0.04726968796433878,0.0
964,2116,0.23577892506351045,0.3529776674937965,0.18863936591809777,0.0
971,2125,0.35683137783988245,0.24210206561360875,0.20213754646840149,0.0
973,2127,0.4942839951865223,0.5111224750703145,0.2689072041679122,0.0
974,2128,0.21635901258385584,0.28745588707090153,0.17372247166987384,0.0
979,2134,0.5490169925574199,0.38400227725590663,0.1158892745280623,0.0
982,2138,0.30181004122416666,0.2057402255088593,0.04544010168414363,0.0
985,2141,0.24727627684362996,0.46339224236860227,0.09174025974025975,0.0
989,2145,0.4117910197386815,0.4577502691065662,0.16718777653235797,0.0
997,2169,0.21015004565108789,0.10812373518357907,0.07910012705847182,1.0
1002,2184,0.13421335563254091,0.17135961383748993,0.06672860201155228,0.0
1004,2188,0.26386468011579794,0.10327767470624613,0.10351673284174702,1.0
1010,2210,0.2965675166376452,0.37436762225969644,1.0151187904967602,0.0
1011,2215,0.4416497074535742,0.3245186136071887,0.20068250426565165,0.0
1012,2301,0.08670836249125262,-0.015214910612400151,0.031896375179193116,1.0
1014,2322,-0.04132821075740944,-0.07284172661870504,0.14718909710391823,1.0
1019,2338,0.10283518114987668,-0.09145952836201403,0.03717328170377541,1.0
1020,2339,0.1883305935711315,0.058365758754863814,0.05025235900811938,1.0
1025,2351,0.1125898355718256,0.01073345259391771,0.04197395975598652,1.0
1029,2360,0.14307525674987928,0.036043829296424454,0.12850383171321297,1.0
1030,2364,0.37995549114998445,-0.06131349409953823,0.06936214708957825,0.0
1042,2451,0.2899679218411,0.17901234567901234,0.11261576776402833,0.0
1050,2462,0.383206106870229,0.41146415455851826,-0.02459016393442623,0.0
1051,2464,0.3508505620232838,0.2645161290322581,0.13870352716873213,0.0
1054,2467,0.10942701944979849,0.25884268166346014,-0.010210652193910404,0.0
1059,2478,0.2088638097915579,0.2845849802371542,0.03996056141978889,0.0
1064,2494,0.24986050449271738,0.1927219321148825,0.12116237071088491,0.0
1068,2536,0.1392154294508661,-0.05585980284775466,-0.005629934775145898,1.0
1086,2571,0.1069799611185883,0.025179856115107913,-0.038776758409785936,1.0
1090,2601,0.12865429768426867,-0.10298196948682385,0.07926524907656983,0.0
1107,2649,0.14414543600528973,-0.015215553677092139,0.06526922312735943,0.0
1111,2653,0.14440312205711003,-0.00592823712948518,-0.04608205327629788,0.0
1133,2719,0.09278984363316108,0.011422254974207811,0.011692360990819332,1.0
1135,2721,0.2106827834041163,-0.008771929824561403,0.02787517531556802,1.0
1147,2747,0.12665588782761103,-0.02011407985589913,0.01907473309608541,1.0
1149,2760,0.09354198149142635,0.01286926001754899,0.08373507805325987,1.0
1154,2767,0.21114067981129794,0.0053683268714583956,0.1431438127090301,2.0
1157,2771,0.1425440844781628,0.016964836520666254,0.2184631803628602,1.0
1158,2777,0.16299012772603044,-0.03867214236824093,0.04982657981558244,1.0
1173,2816,0.05893705239351677,-0.09281678773204197,0.056522891992222025,1.0
1190,2840,0.11515807188363986,0.005911563017261764,-0.010421657882127455,1.0
1193,2852,0.11327142321896912,0.006299212598425197,0.022315112540192927,1.0
1213,2886,0.13912529550827424,-0.04230769230769231,-0.03158556858516422,1.0
1214,2888,0.31626102040451365,-0.06400363141171131,0.026392337708407237,1.0
1216,2891,0.06250922630275395,-0.04345006485084306,0.035258116019159125,1.0
1221,2896,0.04783727086559113,-0.058939743167599604,0.07241419978771081,1.0
1223,2903,0.5699091513405716,0.26103795507358635,0.1598984771573604,0.0
1224,2904,0.02156367597544068,-0.1188034188034188,0.022873650312559196,1.0
1239,2921,0.1550371963789549,-0.05813953488372093,0.10030745580322828,1.0
1240,3031,0.17620057421612517,-0.0458036204059243,0.04291218280855587,1.0
1246,3038,0.04420375996125567,0.016079965232507605,0.032426685567467,1.0
1247,3042,0.06666482979045835,0.15037910699241785,0.11027290880852007,1.0
1255,3051,0.1386411083697096,0.02491755221692928,0.05851444948650585,1.0
1257,3053,0.08529018256902964,0.036511156186612576,0.11922426135624105,0.0
1258,3054,0.12985745614035088,0.0033051781123760557,0.04113708579210168,0.0
1261,3060,0.07796284433055733,-0.0034949759720401923,0.06252277578218543,0.0
1269,3079,0.14152855773181755,0.047619047619047616,0.05828697438981607,1.0
1276,3103,0.08788213918950943,-0.08861340679522497,0.06367874096565881,1.0
1278,3106,-0.0067219174534410096,-0.05254901960784314,0.10940230688570429,1.0
1280,3110,0.03756053078422741,0.022020725388601035,0.11050117630284452,1.0
1308,3249,0.268419731391992,-0.11407942238267148,0.013245033112582781,1.0
1321,3264,0.14462659380692167,-0.03790238836967809,0.15144703568418094,1.0
1327,3276,-0.03688764903427566,-0.11534446764091857,-0.0021896580764695973,1.0
1339,3301,0.19010769084151338,-0.03142019271051529,0.011506408900545708,1.0
1343,3431,0.1471271867226685,-0.0669350780070458,0.03068225130224876,1.0
1355,3451,0.2855042943239327,-0.02888086642599278,-0.0454103146286085,1.0
1361,3461,0.1933862189834886,-0.010029251984956121,0.12027927642018407,1.0
1368,3561,-0.1156930126002291,0.007425742574257425,0.09355900329102021,1.0
1375,3581,0.4165979097909791,-0.003259452411994785,0.044472681067344345,1.0
1398,3743,0.22679606755734813,-0.10270270270270271,0.02508703665779234,1.0
1407,3755,0.24656464194162367,0.10108303249097472,0.23366428076656662,0.0
1420,3784,-0.037849266954409634,0.08223823654090716,0.07708856220867695,1.0
1421,3785,-0.05982203407246049,0.0749395648670427,-0.12815437902028698,1.0
1422,3801,0.20961214165261383,0.2712665406427221,0.0610588452315071,2.0
1465,3860,0.3173152670553017,0.05022421524663677,0.11062749365252085,1.0
1469,3865,0.13771288202116128,-0.04030844724851034,0.1052127251820621,1.0
1470,3867,0.09085865156501109,-0.14792299898682879,0.08834415811159997,1.0
1477,3874,0.21302458114663925,-0.03674634320371031,0.02778175569239582,1.0
1479,3878,0.2607494992318313,-0.18490054249547921,0.07033486866674966,1.0
1491,3904,0.3250323169340735,0.00281195079086116,-0.02182306530132617,0.0
1502,4005,0.1444904612944442,-0.001762114537444934,0.018780847381578102,1.0
1507,4011,0.18908797035460154,0.10462400747314339,0.07713024612852547,1.0
1536,4062,0.21661881117438964,0.016246259085079092,0.12422252937111265,1.0
1544,4073,0.07313303940729966,-0.08032786885245902,0.025508819538670284,1.0
1545,4074,0.24751045035601518,0.11090686274509803,0.08429263859436534,1.0
1561,4101,0.48390054664080406,0.14686058886129832,0.103586965443651,0.0
1564,4105,0.2827858251422659,0.11904761904761904,0.06585458698134755,1.0
1565,4106,0.24686437476388365,0.10683951721054985,0.04337431693989071,0.0
1570,4210,0.11244002819527502,-0.04120541205412054,0.007171561051004637,1.0
1594,4257,0.3559117753404845,-0.16554809843400448,0.13350515463917526,1.0
1603,4270,0.3675321401562894,-0.04462474645030426,0.04772182254196643,1.0
1619,4330,0.14240298733410708,0.059817030260380016,-0.02459362465695588,1.0
1640,4401,0.1412843598500227,-0.01128526645768025,0.054892680975869884,1.0
1645,4412,0.26742621527777777,-0.031679617453676034,-0.03864593927066686,1.0
1677,4457,0.16093932322053675,-0.10247026532479414,0.12278512602944847,1.0
1735,4605,0.1956919967153054,0.03164908384230983,0.16806994818652848,1.0
1745,4619,-0.028751796987311708,-0.08490566037735849,-0.013454861111111112,1.0
1797,4730,0.08476569061082806,0.14351851851851852,0.010972007314671543,1.0
1823,4769,-0.041442411194833155,-0.02727272727272727,-0.030307692307692306,1.0
1850,4861,0.07493041305187022,-0.026203208556149733,-0.03812316715542522,1.0
1854,4901,0.1163464273707621,0.06655974338412189,0.04465884799815125,1.0
1876,4938,0.13086135914024488,0.029369627507163324,0.04386532858530269,1.0
1898,4965,0.2025147600108693,-0.1466325660699062,0.07885791978246091,1.0
1907,4976,0.190543681614604,0.02866779089376054,0.002833262501770789,1.0
1981,5201,0.22698408745673232,0.025625,0.01548739750986942,1.0
1987,5255,0.05063024324438262,-0.1032729583730537,0.044031647746818024,0.0
2011,5401,0.17654749199573105,0.11298482293423272,-0.012164691203992514,0.0
2012,5403,0.12181227117788158,0.10460405156537753,0.15338757753967613,0.0
2046,5478,0.11550724637681159,-0.04981718464351006,0.037722273614965565,1.0
2058,5495,0.17619539043687651,0.12525527569775358,0.10661934886591576,1.0
2059,5602,0.10077480462539953,0.17778814745683622,0.045990566037735846,1.0
2061,5641,0.016686644975930896,0.018823529411764704,-0.0325753910659571,0.0
2091,5701,0.19706634176640628,-0.010588235294117647,0.022370754330923476,1.0
2138,5829,-0.03576402823351668,0.0710128055878929,-0.06413301662707839,1.0
2175,6001,0.2216359583533196,-0.041237113402061855,0.051739374949787094,1.0
2177,6010,0.11275954509882279,-0.09765085214187011,-0.007086577462818779,1.0
2191,6032,0.08358832331985795,-0.05245441795231417,0.03188725297220691,0.0
2197,6042,0.2144463310541049,-0.14158415841584157,0.06028938906752412,1.0
2201,6053,0.15159912774850082,-0.08823529411764706,0.014189760241982118,0.0
2210,6066,0.008532560573130484,-0.07709750566893424,0.009096907993966818,0.0
2211,6067,0.09946812733190442,-0.07977606717984605,0.07549678141617688,1.0
2221,6082,0.12703328466722708,-0.10376447876447877,-0.01530344636080343,0.0
2224,6088,-0.044950038431975405,-0.05223068552774755,0.023966942148760332,1.0
2235,6106,0.27736155093844134,-0.07696726019529006,0.0344360442249705,1.0
2239,6110,0.26350044293384917,-0.03060778312199388,0.026343643419969424,0.0
2240,6111,0.1182589080579807,-0.017728999577880964,-0.007985723845639081,1.0
2243,6117,0.149768191896795,0.0186864523220665,-0.021205357142857144,0.0
2251,6234,0.09380652025229881,-0.1085423197492163,0.09060637924991237,1.0
2265,6256,0.33604227950341525,1.7873376623376624,-0.1921793037672866,1.0
2267,6260,0.16949053174649703,-0.13268608414239483,0.07042468683165291,1.0
2272,6268,-0.19372937846483662,-0.06291148500365765,-0.3477606951871658,0.0
2284,6333,0.1716005873715125,-0.021496370742601897,0.1498031951840704,0.0
2289,6340,0.09493693248065577,-0.14261241970021413,0.023547880690737835,1.0
2291,6351,0.038442858194127606,-0.176062091503268,-0.08149159484597662,1.0
2292,6353,0.481638168866794,18.458210282004448,-0.6521739130434783,0.0
2297,6360,0.09028626880155265,-0.19676153091265947,0.016048941326023913,1.0
2311,6385,0.11466767881241566,-0.12411227595536016,-0.011092003439380911,1.0
2317,6405,0.12139205937959527,-0.05687660668380463,0.023577042152893544,1.0
2323,6415,0.08336924872018585,-0.10681658468025299,0.037916403358310015,0.0
2324,6416,0.14193171362494716,-0.04249512670565302,-0.0037622998263553927,1.0
2333,6437,0.15685965189041384,-0.06417874970287615,0.01462225832656377,1.0
2345,6460,0.10793740452135513,-0.08158866995073892,0.09634320436326366,1.0
2354,6475,0.013242560394289768,-0.07709038182696955,-0.03312990409764603,1.0
2356,6478,-0.045670524288619715,-0.11910226982912522,0.07577887092996018,0.0
2362,6484,0.13615147723991916,-0.0816706570896515,0.055932024858677716,1.0
2364,6489,0.19639566110262757,-0.017217146872803936,0.0669573341638119,1.0
2365,6492,0.09339880878691591,-0.03432248838040758,0.06146256709379169,1.0
2370,6513,0.1039976593877171,-0.09926650366748166,0.00850634952630518,1.0
2371,6514,0.13000287475644426,-0.1487603305785124,0.03235914088759756,1.0
2373,6516,0.09527489303956123,-0.15331010452961671,-0.03236133713950324,1.0
2383,6608,0.22565889784360707,-0.21464646464646464,0.21103151862464184,0.0
2385,6611,0.11926493050972109,-0.11839182585517548,0.019761048410434495,0.0
2387,6614,0.12590193891673274,-0.08324803821221426,0.030683403068340307,1.0
2391,6705,0.02969457644512862,-0.1859557867360208,-0.026944585663446874,1.0
2393,6708,-0.044192581491195204,-0.24158852730281302,-0.051900225866640476,0.0
2408,6770,0.11539554713405968,-0.17503392130257803,0.020498665097968233,1.0
2409,6776,0.010412382038053378,-0.13997627520759193,0.010963026655202063,1.0
2419,6790,0.3019966381042188,-0.17066666666666666,-0.024062332900465968,1.0
2428,6807,0.0562521396781924,0.15779447560588422,0.053555941023417174,0.0
2429,6810,0.13935829673192884,-0.14045307443365695,0.07686409226144833,1.0
2433,6824,0.13050628450604956,-0.002054593484003522,0.055000730744872606,0.0
2439,6851,0.15986170358302138,-0.06219066064127394,-0.06761904761904762,1.0
2441,6854,0.07834048734311501,-0.034782608695652174,0.07021753873441494,1.0
2447,6880,0.2009179812149069,0.1538988461011539,0.061619718309859156,0.0
2452,6901,0.28427035061642036,-0.14133869577707556,0.12872067809974375,0.0
2459,7002,0.07556449007430807,-0.08694412770809579,0.024345034923935895,1.0
2461,7004,0.21532078275947486,-0.19976379281255272,0.039615384615384615,0.0
2462,7005,0.1976859219751387,-0.060369609856262836,-0.04596024074411818,1.0
2470,7014,0.16562872000501222,-0.06954300312233891,0.05670103092783505,0.0
2471,7016,0.15939839988282895,0.008507018290089324,0.07550195650779395,0.0
2474,7020,0.17027109683902397,0.0384969607662553,0.07191741097320496,0.0
2478,7024,0.11265981377601868,-0.09446618222470654,0.05794070159988258,0.0
2479,7026,0.11755853496462494,-0.06418161434977579,0.04329986483877196,1.0
2485,7032,0.09684886621130365,-0.09765625,0.05664384314012669,1.0
2486,7033,0.20318657053276237,-0.08076514346439957,0.05428360413589365,0.0
2489,7036,0.17516633513958432,-0.1487322201607916,0.04137366013518127,1.0
2492,7041,0.030966681776971896,0.22076886265752113,0.01643655489809336,0.0
2498,7047,0.1600646422128683,-0.07158962795941376,0.09457638958187806,1.0
2505,7059,0.16132437282291265,0.11872862029646522,0.06728492501973166,0.0
2514,7069,0.4326044812287962,0.02961442603723794,-0.03536390600045631,1.0
2515,7070,0.1496594582344311,0.016765938671961175,0.04984398751900152,0.0
2523,7078,0.09301522345513846,0.3643986356013644,0.03445654927793261,0.0
2528,7083,0.13874359107152104,-0.07661520869068039,0.11055810312045633,1.0
2535,7094,0.21485430248892412,0.014489472492642064,0.20761712167172228,1.0
2536,7095,0.07755786300016894,-0.07080828323313293,-0.0020012865413480095,1.0
2537,7102,0.0015012049144708254,-0.18789491187229798,0.11709472521402928,0.0
2556,7302,0.38449046333732795,0.3776540919398062,0.2626507743915495,0.0
2561,7310,0.20742574257425742,0.28753541076487255,0.023194794290512175,0.0
2567,7410,0.20670671193523113,-0.0233611442193087,0.013790368771203243,0.0
2568,7416,-0.018567450846687122,-0.20322443784471786,-0.09198454852728151,1.0
2587,7450,0.09419543023821099,0.05200911940723853,0.016911857160819815,0.0
2590,7457,0.2594414253284722,-0.061546991960077624,0.19281663516068054,1.0
2594,7462,0.10972025402823703,-0.109979633401222,-0.057172995780590714,0.0
2597,7470,0.14360449908448863,-0.07122736418511066,0.018473072462986434,0.0
2613,7601,0.162020062262193,-0.11450608128151883,0.037928634695685186,0.0
2615,7604,-0.02777748394808382,-0.1051953628166595,-0.012791925830301608,0.0
2619,7608,-0.6481846327047566,0.10154091682003419,0.23214285714285715,1.0
2622,7624,0.11075867263673264,-0.0632118451025057,0.048484848484848485,0.0
2632,7643,0.0766305113396253,-0.1464006470746832,0.046978128639834346,0.0
2634,7645,0.10316350944593564,-0.05305243733661387,0.13181367690782952,0.0
2640,7652,0.12470102300561933,0.01780466724286949,0.030796234242859422,0.0
2641,7656,0.10173586588856261,0.018789144050104383,0.007797270955165692,0.0
2642,7657,0.14519358012961894,-0.21757847533632288,0.1001940133037694,0.0
2646,7663,0.2658431587956517,-0.09533073929961089,0.0972742405326675,1.0
2649,7675,0.2460143293752192,0.02146151117417524,0.03808898374651125,0.0
2653,7702,0.022243022883464296,0.01714083760381693,0.10831035840882237,0.0
2657,7712,0.18144720542155504,0.0037936267071320183,0.02733252684107062,0.0
2661,7719,0.21692337189237554,0.07584735719364778,-0.0182772577789021,0.0
2666,7724,0.005634913568312197,-0.017297297297297298,-0.009113504556752278,0.0
2667,7726,0.07252874116119101,0.021963245181532944,0.07628571428571429,0.0
2669,7728,0.07084390407352448,-0.03205298013245033,0.011101102161933022,1.0
2671,7731,0.14486982165728493,-0.05561926605504587,0.05950310559006211,1.0
2677,7738,0.192867637237879,-0.05254691689008043,0.034944949736716135,0.0
2684,7751,0.18576901237233778,0.033122726402450696,0.05021376477491827,0.0
2685,7753,0.16983868044226935,-0.06619763351455069,0.03636156821111701,1.0
2686,7755,0.037935636307948106,-0.04440059200789344,-0.07723855092276145,0.0
2706,7834,0.09989352523268408,-0.035807446051695516,0.026681668407940208,0.0
2707,7836,0.11596588948587766,-0.11148572712969207,-0.07138636095024228,1.0
2709,7840,0.02068163430420712,-0.11714975845410629,0.0010222957842469088,1.0
2718,7852,-0.16360669114647083,-0.05630387931034483,0.0995405819295559,1.0
2722,7860,0.11462010031580903,-0.15483456472855767,-0.011410562921104107,1.0
2725,7866,0.10175266755585195,-0.06903933636606904,0.052060023693563245,1.0
2742,7927,0.17282000980872977,-0.009989594172736732,0.038476190476190476,1.0
2743,7928,0.2649260908281389,0.11076036233873181,-0.008699855002416627,0.0
2744,7930,-0.0848706852920336,-0.0739877658025051,0.08005324206122837,0.0
2750,7936,0.1478818998716303,0.021678321678321677,-0.020005001250312578,0.0
2756,7960,0.21773332237923101,0.06074260994953136,0.07262804366078925,0.0
2759,7974,0.21100364255094203,-0.009637753406447324,0.02978615071283096,0.0
2766,8002,0.1292972272317403,-0.09905123339658443,0.01600406452432364,1.0
2769,8005,0.1935789559676497,-0.08984660336011688,0.08832034196630627,0.0
2776,8012,0.06352089773076866,-0.11443433029908973,0.03268973427642898,1.0
2779,8016,0.18976385077057634,-0.13045098770033545,0.0245625227852716,1.0
2792,8034,0.09830712992866522,-0.12020460358056266,0.060569691150584096,0.0
2795,8037,0.18526414393462215,-0.09231363460795675,-0.028264262181376797,1.0
2800,8043,0.16474772059472614,-0.02059357964869776,0.025489148905180364,0.0
2803,8048,0.07594858254930398,0.10319148936170212,0.020055913455694664,1.0
2805,8050,0.11797539378707736,-0.11826585910105196,0.039635748059074195,1.0
2808,8053,0.06881966779750628,-0.04079601990049751,0.044259535064430484,1.0
2809,8054,0.07456946429786944,-0.022426470588235294,-0.00029806259314456036,0.0
2812,8057,0.3097860465116279,0.01850362027353178,0.016940563237529863,0.0
2823,8069,0.20141695476457125,-0.06222501571338781,0.010663229435200376,0.0
2824,8070,0.12139069969578443,-0.14660831509846828,-0.02856529209621993,1.0
2830,8077,0.09193972220732557,-0.08369895376307797,0.05668202764976959,1.0
2834,8081,0.1148269440698645,-0.11622901420576841,0.035530429839244544,0.0
2835,8083,0.18627405374393327,-0.0869140625,0.08934500452761847,1.0
2839,8087,0.10135781541095315,-0.11221252973830294,0.10683938439598313,1.0
2843,8091,-0.04625760574737922,-0.1854578923147722,0.06499223200414293,1.0
2846,8094,0.15237007424328955,-0.11943587483472895,0.08133250984327955,1.0
2848,8096,0.01694644979849816,-0.09712399811409712,0.007984505316415669,2.0
2855,8106,0.08404210526315789,-0.08381891528462573,-0.028178694158075602,1.0
2864,8205,-0.010309592801586092,-0.18368994751715786,0.08922838481124765,0.0
2873,8226,0.23844056897214552,-0.021022536158762192,-0.07312082705147534,0.0
2876,8234,0.0756756016381542,-0.1951035781544256,0.060063658490919304,1.0
2877,8240,0.15048155798881507,0.10154091682003419,0.0392156862745098,0.0
2879,8242,-0.0435318871073061,0.11879895561357702,-0.14115716044316784,1.0
2888,8302,-0.051513056210851706,-0.06471935853379153,-0.06756670496616878,1.0
2906,8330,0.17044493019320264,-0.0576036866359447,0.058396550783168695,1.0
