,Zip,Household Income Change,Median Home Value Change,% Bachelors+ Change,Store Count
27506,94044,23.68,28.51,1.27,5.0
27508,94061,42.4,38.84,0.68,1.0
27509,94062,30.09,63.44,2.87,1.0
27510,94063,36.84,50.47,10.93,7.0
27511,94065,22.61,47.0,-2.64,1.0
27512,94066,31.7,34.28,4.95,5.0
27513,94070,43.64,61.22,-2.46,3.0
27515,94080,28.01,25.13,5.0,4.0
27516,94085,31.71,58.88,8.09,1.0
27517,94086,41.52,63.54,0.36,3.0
27518,94087,44.58,71.14,-1.48,7.0
27520,94102,88.79,41.28,1.15,7.0
27521,94103,33.21,35.72,4.41,11.0
27522,94104,106.03,72.22,-4.53,5.0
27523,94105,77.13,28.15,-11.24,10.0
27524,94107,32.0,37.38,2.06,3.0
27525,94108,87.32,51.99,2.61,3.0
27526,94109,52.47,31.27,5.4,4.0
27527,94110,60.57,39.26,3.98,1.0
27528,94111,19.48,18.57,-0.92,11.0
27529,94112,23.3,26.49,4.12,1.0
27530,94114,39.11,35.91,-1.18,4.0
27531,94115,58.53,26.13,0.05,5.0
27533,94117,78.59,44.61,2.69,2.0
27534,94118,47.02,48.54,1.64,2.0
27535,94121,22.45,31.22,1.65,1.0
27536,94122,37.97,34.24,4.16,2.0
27537,94123,41.91,100.0,-4.35,3.0
27538,94124,22.99,26.86,10.94,1.0
27539,94127,14.61,32.08,-3.2,2.0
27540,94128,15.05,10.15,inf,2.0
27541,94129,55.82,-80.54,-16.43,1.0
27543,94131,48.52,34.59,-3.56,1.0
27544,94132,6.65,25.49,3.28,2.0
27545,94133,32.62,37.26,3.42,2.0
27547,94158,124.41,55.46,1.01,2.0
27548,94301,13.19,100.0,1.94,1.0
27549,94303,40.31,54.87,1.88,2.0
27550,94304,26.07,100.0,-7.01,1.0
27551,94305,-9.94,100.0,-2.57,1.0
27552,94306,26.92,100.0,2.32,6.0
27553,94401,23.08,25.57,-2.91,2.0
27554,94402,42.15,45.61,-1.02,2.0
27555,94403,38.97,40.28,1.63,6.0
27556,94404,27.47,33.16,1.28,5.0
27557,94501,29.03,25.0,3.66,7.0
27559,94503,18.12,25.91,5.74,2.0
27561,94506,23.32,19.7,-0.65,3.0
27562,94507,50.51,60.74,2.31,2.0
27564,94509,10.55,29.52,8.29,3.0
27565,94510,9.28,19.53,4.12,4.0
27568,94513,17.88,29.49,7.23,4.0
27569,94514,-2.58,6.56,6.24,1.0
27572,94517,15.76,7.35,-0.79,1.0
27573,94518,29.7,24.34,4.99,1.0
27574,94519,21.38,21.75,3.56,2.0
27575,94520,22.95,39.69,7.99,6.0
27576,94521,22.74,21.28,4.45,3.0
27577,94523,37.95,17.65,-0.1,6.0
27579,94526,17.26,18.45,2.18,3.0
27581,94530,19.75,23.92,-2.87,3.0
27582,94531,4.29,11.0,8.77,5.0
27583,94533,17.35,8.85,5.43,5.0
27584,94534,13.1,10.29,6.62,4.0
27585,94535,14.51,10.15,58.19,1.0
27586,94536,37.45,38.66,2.06,1.0
27587,94538,30.38,39.56,5.39,10.0
27588,94539,22.93,36.88,4.75,4.0
27589,94541,35.69,33.87,3.41,6.0
27590,94542,28.1,21.76,-4.31,1.0
27591,94544,22.2,32.84,7.48,4.0
27592,94545,22.3,40.33,6.92,1.0
27593,94546,26.88,19.99,3.48,4.0
27594,94547,16.72,18.6,2.61,2.0
27596,94549,20.17,23.84,2.23,3.0
27597,94550,26.63,28.91,3.98,3.0
27598,94551,21.28,34.48,4.45,7.0
27600,94553,32.1,18.21,-0.08,5.0
27602,94556,21.29,16.91,-2.64,2.0
27603,94558,27.2,13.48,0.39,6.0
27604,94559,24.83,23.33,4.51,3.0
27605,94560,32.29,36.08,4.2,5.0
27606,94561,20.77,42.54,0.43,1.0
27607,94563,32.55,34.04,4.29,2.0
27608,94564,13.19,15.44,9.04,3.0
27609,94565,21.86,19.13,4.0,4.0
27610,94566,29.9,18.35,3.92,6.0
27612,94568,26.28,26.94,0.86,7.0
27620,94577,20.12,23.8,3.86,3.0
27621,94578,10.68,25.62,5.83,2.0
27622,94579,20.18,26.89,7.33,1.0
27623,94580,29.54,35.59,6.79,1.0
27624,94582,15.47,27.45,-2.51,1.0
27625,94583,26.95,24.55,0.76,8.0
27626,94585,10.84,18.24,8.22,1.0
27628,94587,27.61,28.46,10.29,5.0
27629,94588,19.49,32.23,5.1,6.0
27630,94589,8.16,11.25,6.89,1.0
27631,94590,12.78,17.86,0.7,1.0
27632,94591,6.4,15.83,4.1,5.0
27635,94596,27.88,24.32,3.11,8.0
27636,94597,26.9,21.59,0.11,3.0
27637,94598,26.52,18.69,2.21,4.0
27639,94601,26.74,15.78,8.43,1.0
27640,94602,27.31,27.13,2.47,1.0
27641,94603,29.96,15.44,5.34,1.0
27643,94606,39.81,29.47,7.07,1.0
27644,94607,47.1,41.4,7.11,2.0
27645,94608,56.33,42.13,5.95,4.0
27647,94610,34.92,26.5,5.75,1.0
27648,94611,23.66,17.51,2.36,5.0
27649,94612,94.58,43.43,6.53,3.0
27651,94618,37.52,31.67,-0.31,1.0
27653,94621,18.28,-3.75,4.58,5.0
27656,94704,-5.1,17.15,0.98,2.0
27657,94705,33.73,18.33,1.93,1.0
27659,94707,14.95,26.6,1.39,1.0
27661,94709,25.6,43.98,1.03,1.0
27662,94710,49.03,45.16,4.24,1.0
27664,94801,20.83,24.08,4.22,1.0
27665,94803,19.04,21.44,5.39,2.0
27667,94805,23.99,26.91,10.46,1.0
27668,94806,13.77,13.08,3.64,3.0
27670,94901,24.47,13.29,-2.86,4.0
27671,94903,24.59,17.73,-0.63,2.0
27672,94904,31.52,54.43,-3.26,1.0
27677,94925,38.53,35.03,-8.37,4.0
27678,94928,16.9,18.95,4.85,6.0
27681,94931,18.29,21.5,-1.12,1.0
27685,94939,17.12,46.27,-1.7,1.0
27687,94941,37.44,31.97,-0.85,5.0
27688,94945,29.19,10.53,-2.6,4.0
27690,94947,25.47,19.69,2.91,1.0
27691,94949,10.26,14.84,-0.59,1.0
27694,94952,12.03,16.94,1.76,4.0
27695,94954,18.03,18.01,4.02,4.0
27698,94960,24.06,24.75,-1.8,1.0
27701,94965,11.47,21.38,2.78,2.0
27707,95003,23.07,16.28,2.88,2.0
27712,95008,41.28,45.78,4.37,7.0
27713,95010,61.6,25.68,5.03,3.0
27716,95014,31.16,58.44,-0.37,7.0
27719,95019,24.07,35.1,11.25,1.0
27720,95020,22.19,14.96,3.21,6.0
27721,95023,27.62,15.86,4.47,3.0
27722,95030,35.53,100.0,-0.3,1.0
27723,95032,14.42,45.78,1.09,4.0
27725,95035,32.18,35.48,3.46,10.0
27726,95037,27.88,25.09,4.78,7.0
27732,95050,41.24,43.6,-2.47,9.0
27733,95051,30.66,50.3,3.67,3.0
27735,95054,28.32,45.15,1.73,3.0
27736,95060,11.12,14.66,2.12,2.0
27737,95062,22.15,20.55,2.45,1.0
27740,95066,-2.42,23.29,4.23,3.0
27741,95070,15.29,100.0,2.91,4.0
27742,95073,26.5,19.88,-0.87,3.0
27744,95076,17.21,12.5,3.19,2.0
27745,95110,34.38,39.29,6.0,4.0
27746,95111,12.42,35.02,7.38,1.0
27747,95112,31.3,35.1,-1.54,2.0
27748,95113,163.68,0.48,1.45,4.0
27751,95118,28.1,41.0,0.32,6.0
27752,95119,3.97,38.43,-2.54,1.0
27753,95120,27.76,29.85,2.11,2.0
27754,95121,24.15,36.46,7.69,4.0
27755,95122,32.29,39.18,4.19,4.0
27756,95123,34.54,36.54,5.08,9.0
27757,95124,36.86,41.44,-0.37,2.0
27758,95125,30.55,27.29,3.84,7.0
27759,95126,36.94,27.06,8.47,3.0
27760,95127,38.92,29.32,7.32,3.0
27761,95128,42.57,37.71,-0.39,3.0
27762,95129,40.56,48.07,3.27,6.0
27764,95131,16.12,35.69,3.78,5.0
27765,95132,21.83,35.67,7.55,2.0
27766,95133,12.33,25.88,4.48,2.0
27767,95134,37.44,1.07,4.93,4.0
27768,95135,27.49,26.06,2.1,1.0
27769,95136,22.18,30.2,0.3,2.0
27770,95138,23.97,26.27,4.32,1.0
27771,95139,49.31,25.38,-0.3,1.0
27773,95148,22.28,24.44,6.84,2.0
27774,95202,0.22,-15.72,-2.12,1.0
27776,95204,4.63,8.6,8.32,1.0
27777,95205,11.96,-8.48,1.75,1.0
27779,95207,10.33,14.17,4.49,5.0
27781,95210,4.02,18.09,8.8,2.0
27783,95212,42.36,20.98,7.36,1.0
27784,95215,1.5,-8.82,3.32,2.0
27785,95219,10.8,5.78,5.39,4.0
27787,95222,3.75,4.75,-4.37,1.0
27801,95240,13.31,4.04,1.0,2.0
27802,95242,0.84,5.68,1.69,4.0
27810,95252,10.19,-3.09,9.81,1.0
27815,95301,25.84,8.89,1.29,3.0
27817,95304,19.64,25.15,-0.84,2.0
27820,95307,18.92,17.89,0.92,1.0
27831,95320,19.57,21.36,7.1,1.0
27833,95322,20.06,44.36,5.35,1.0
27845,78653,25.48,17.28,5.16,1.0
27846,78654,31.54,15.54,-3.14,1.0
27851,78660,15.75,31.66,9.27,3.0
27852,78661,19.23,-9.33,-17.25,2.0
27853,78662,38.1,48.01,20.03,1.0
27855,78664,16.35,31.37,3.41,2.0
27856,78665,8.61,36.59,0.82,2.0
27857,78666,18.73,27.19,9.2,5.0
27865,78681,15.33,33.71,1.53,4.0
27866,78701,68.85,37.31,7.08,6.0
27868,78703,23.22,38.57,3.06,4.0
27869,78704,48.96,51.65,9.15,7.0
27870,78705,61.11,48.23,5.88,3.0
27871,78712,15.05,10.15,inf,1.0
27872,78717,16.97,41.6,-1.13,2.0
27876,78723,30.76,78.61,15.64,2.0
27879,78726,17.68,28.53,2.3,2.0
27880,78727,22.81,37.46,11.56,2.0
27882,78729,25.61,39.78,10.99,1.0
27884,78731,17.28,41.03,2.98,3.0
27887,78734,35.46,26.14,3.51,2.0
27889,78736,27.02,55.22,-6.11,1.0
27890,78737,14.29,31.69,-2.37,1.0
27891,78738,7.55,20.4,5.84,1.0
27893,78741,39.41,65.81,18.88,1.0
27895,78744,25.17,27.3,8.43,1.0
27897,78746,8.33,39.47,0.95,4.0
27899,78748,16.56,40.92,5.39,4.0
27900,78749,24.14,40.23,7.07,4.0
27901,78750,14.93,31.7,2.29,1.0
27906,78756,38.43,49.18,7.58,1.0
27907,78757,30.04,63.24,0.42,1.0
27909,78759,23.11,37.15,7.67,4.0
27923,78840,17.84,13.16,1.26,1.0
27974,79012,60.99,44.23,12.52,1.0
27978,79016,15.05,10.15,inf,1.0
28013,79065,12.48,9.38,-1.39,1.0
28038,79103,5.28,6.05,10.91,1.0
28044,79109,8.09,14.93,1.59,1.0
28049,79121,16.23,15.36,10.74,1.0
28050,79124,21.08,21.05,-0.28,1.0
28093,79331,9.75,38.24,-3.49,1.0
28094,79336,-2.29,17.08,1.84,1.0
28111,79363,22.69,60.87,-0.56,1.0
28127,79401,53.05,-6.73,-12.52,1.0
28128,79403,12.9,9.2,3.85,1.0
28131,79407,6.05,12.28,4.34,3.0
28138,79416,14.83,17.29,8.59,1.0
28139,79423,22.49,27.93,-2.16,2.0
28140,79424,4.75,15.49,-2.31,3.0
28142,79502,3.97,11.91,-3.84,1.0
28188,79601,17.89,13.13,8.78,2.0
28191,79605,20.44,23.42,-1.1,2.0
28192,79606,9.27,25.18,0.19,1.0
28194,79699,15.05,10.15,,1.0
28195,79701,51.62,54.6,3.58,1.0
28197,79705,33.0,48.27,0.42,3.0
28199,79707,28.98,49.66,4.41,2.0
28225,79761,34.58,55.88,0.39,1.0
28226,79762,16.39,48.58,0.51,4.0
28263,79901,2.8,-17.16,9.52,1.0
28264,79902,19.95,9.99,5.73,1.0
28268,79906,17.84,10.15,-0.94,1.0
28272,79912,5.24,8.68,0.96,3.0
28277,79924,5.6,4.77,2.83,1.0
28278,79925,11.32,14.56,-0.95,5.0
28282,79932,24.32,2.61,5.96,2.0
28285,79936,7.95,4.27,7.37,5.0
28288,80002,23.6,49.59,3.71,1.0
28289,80003,15.14,34.54,8.66,7.0
28292,80007,8.05,23.5,1.89,2.0
28294,80011,16.89,29.36,4.05,2.0
28295,80012,40.23,38.63,-2.78,7.0
28296,80013,12.41,35.0,5.62,4.0
28297,80014,31.6,30.36,2.72,1.0
28298,80015,22.72,37.45,4.73,5.0
28299,80016,14.36,22.76,1.81,7.0
28300,80017,22.15,30.9,7.35,1.0
28303,80020,14.51,37.61,7.06,3.0
28304,80021,10.45,41.16,7.92,7.0
28305,80022,19.8,57.03,-0.74,3.0
28306,80023,12.04,29.78,-0.5,6.0
28309,80026,13.97,46.02,4.25,2.0
28310,80027,24.86,45.9,4.06,5.0
28311,80030,34.4,39.86,10.82,1.0
28312,80031,14.0,34.73,2.88,3.0
28313,80033,11.35,41.55,5.2,7.0
28316,80102,11.19,25.57,8.18,1.0
28318,80104,19.77,41.49,-1.0,4.0
28321,80107,17.13,24.49,2.83,1.0
28322,80108,12.28,19.98,1.25,5.0
28324,80110,43.64,34.41,6.47,4.0
28325,80111,10.82,39.22,1.24,6.0
28326,80112,14.75,35.24,2.44,6.0
28327,80113,16.68,44.47,2.12,4.0
28331,80120,26.77,40.56,3.68,4.0
28332,80121,16.31,47.82,-1.14,1.0
28333,80122,22.41,42.51,1.38,5.0
28334,80123,11.33,36.05,6.1,4.0
28335,80124,12.95,36.12,6.16,7.0
28336,80125,15.26,20.78,7.15,1.0
28337,80126,10.02,30.52,5.62,6.0
28338,80127,10.11,32.18,5.03,3.0
28339,80128,11.77,37.35,3.7,4.0
28340,80129,4.4,37.88,7.74,5.0
28343,80132,19.56,15.08,3.86,2.0
28345,80134,12.64,32.4,0.5,7.0
28349,80138,24.94,26.62,0.52,1.0
28350,80202,26.64,30.19,5.58,17.0
28351,80203,36.82,39.91,11.96,2.0
28352,80204,25.91,61.04,8.28,4.0
28353,80205,59.07,68.9,9.68,1.0
28354,80206,20.65,40.3,5.39,7.0
28355,80207,50.51,51.5,4.15,3.0
28356,80209,16.79,30.24,1.75,3.0
28357,80210,39.72,51.52,2.41,4.0
28358,80211,61.15,66.99,8.27,4.0
28359,80212,33.98,59.37,-0.44,2.0
28360,80214,20.39,55.42,9.89,3.0
28361,80215,31.83,40.55,3.66,3.0
28362,80216,84.56,48.33,5.18,2.0
28363,80218,45.11,21.57,7.78,3.0
28364,80219,25.07,38.41,7.58,1.0
28365,80220,24.63,27.57,6.22,3.0
28367,80222,45.04,34.08,8.22,7.0
28368,80223,29.52,50.58,10.68,1.0
28369,80224,49.84,47.35,-4.94,1.0
28370,80226,17.72,38.44,-1.23,3.0
28371,80227,19.65,34.86,5.39,1.0
28372,80228,15.68,37.66,0.54,3.0
28373,80229,24.89,34.15,2.78,4.0
28374,80230,38.69,15.22,9.68,2.0
28375,80231,38.63,38.62,-3.66,3.0
28376,80232,10.89,34.98,3.08,3.0
28377,80233,24.68,37.07,-1.84,3.0
28378,80234,13.91,39.89,4.9,2.0
28382,80238,12.83,31.57,-1.53,1.0
28383,80239,30.16,38.4,5.08,2.0
28384,80241,3.09,35.23,6.04,4.0
28385,80246,40.73,31.74,8.85,4.0
28387,80249,11.11,38.44,6.37,2.0
28388,80260,15.73,30.86,0.07,2.0
28390,80290,15.05,10.15,2.14,1.0
28393,80301,24.81,26.62,7.02,5.0
28394,80302,13.98,19.37,-1.39,5.0
28395,80303,21.27,35.22,-2.32,2.0
28397,80305,17.97,48.39,5.4,2.0
28399,80401,27.98,35.25,1.54,5.0
28400,80403,20.8,26.5,-1.46,1.0
28404,80422,20.46,6.07,-0.05,1.0
28406,80424,45.18,13.41,3.12,1.0
28412,80433,2.52,23.53,6.61,3.0
28414,80435,35.55,35.21,5.13,3.0
28415,80436,-19.88,-0.97,5.67,1.0
28417,80439,18.64,26.25,1.95,1.0
28419,80442,-20.73,13.89,-2.48,1.0
28420,80443,-5.24,10.33,2.86,2.0
28422,80446,18.14,32.11,3.17,1.0
28427,80452,21.36,39.54,-4.22,1.0
28446,80477,10.51,64.89,62.53,1.0
28451,80482,-4.1,-22.44,14.84,1.0
28453,80487,16.11,4.75,4.29,1.0
28454,80488,15.05,10.15,45.42,1.0
28456,80498,-5.01,29.92,4.47,1.0
28457,80501,31.61,39.66,0.73,9.0
28459,80504,17.62,37.38,6.45,4.0
28466,80516,13.23,30.39,2.44,4.0
28467,80517,9.13,11.55,2.73,2.0
28468,80520,36.9,16.26,-7.14,1.0
28469,80521,33.07,56.63,1.02,2.0
28470,80524,5.66,30.74,0.62,4.0
28471,80525,10.53,34.3,-0.15,6.0
28472,80526,21.41,38.57,1.21,2.0
28473,80528,27.81,28.09,0.65,1.0
28476,80534,29.62,38.3,12.26,1.0
28479,80537,26.35,37.28,5.42,5.0
28480,80538,11.87,30.65,3.68,2.0
28486,80546,324.89,26.31,-13.34,2.0
28487,80547,42.14,55.52,3.46,1.0
28489,80550,23.42,49.92,3.96,2.0
28490,80601,11.56,43.78,2.76,5.0
28498,80621,11.46,34.39,3.9,1.0
28502,80631,49.05,29.65,3.8,1.0
28503,80634,23.02,31.23,3.33,7.0
28516,80701,21.53,33.43,3.65,1.0
28542,80751,14.57,28.14,3.05,1.0
28548,80801,3.6,31.44,0.47,1.0
28561,80817,14.88,19.57,7.4,2.0
28574,80831,13.41,12.88,-1.45,1.0
28584,80863,16.0,28.91,0.15,1.0
28587,80903,32.87,18.01,5.67,2.0
28588,80904,13.39,19.92,7.04,2.0
28590,80906,5.45,14.51,3.39,4.0
28591,80907,18.12,17.74,0.25,3.0
28593,80909,10.36,18.11,2.12,2.0
28596,80913,38.41,10.15,-27.82,2.0
28598,80915,19.74,11.04,2.91,1.0
28599,80916,17.89,7.45,1.73,2.0
28601,80918,7.72,11.67,-0.31,5.0
28602,80919,4.42,12.14,5.24,1.0
28603,80920,5.76,11.32,5.1,8.0
28604,80921,12.41,9.9,6.55,2.0
28605,80922,12.17,7.55,4.24,4.0
28606,80923,16.17,11.54,-0.56,3.0
28607,80924,31.86,12.3,-0.68,1.0
28619,81004,14.79,1.75,3.9,1.0
28620,81005,-0.48,7.85,1.24,2.0
28622,81007,6.21,9.76,4.75,1.0
28623,81008,1.52,13.65,2.23,2.0
28626,81021,63.83,10.15,-48.39,1.0
28669,81101,-0.68,19.59,-2.36,1.0
28691,81147,-18.43,-2.51,6.4,1.0
28698,81201,34.36,40.37,4.09,1.0
28701,81212,21.81,7.34,0.17,1.0
28710,81230,14.37,-3.02,6.25,1.0
28727,81301,28.52,13.48,8.25,4.0
28730,81321,1.52,9.55,3.5,1.0
28742,81401,-6.37,-0.83,2.17,3.0
28764,81435,-10.91,-20.34,2.86,1.0
28765,81501,0.2,-3.6,-0.96,4.0
28766,81503,12.33,-9.93,4.91,1.0
28767,81504,-0.88,-9.9,8.41,2.0
28768,81505,-5.39,-3.42,-5.03,5.0
28769,81506,-14.7,-2.95,0.29,1.0
28770,81507,1.95,-6.5,-0.86,1.0
28771,81520,-12.8,-13.04,13.96,1.0
28779,81601,18.76,-10.81,3.04,5.0
28781,81611,4.54,1.44,-1.38,1.0
28783,81615,0.67,31.43,1.48,1.0
28784,81620,51.52,18.66,0.7,4.0
28785,81621,4.63,-4.83,12.86,1.0
28786,81623,29.37,8.01,7.71,1.0
28790,81631,44.03,-3.26,-2.96,1.0
28791,81632,3.37,23.72,8.35,1.0
28806,81650,2.22,-13.36,2.92,2.0
28812,81657,7.84,-12.57,-0.24,3.0
28813,82001,22.63,16.86,4.22,2.0
28815,82007,10.08,32.57,-2.35,1.0
28816,82009,12.02,19.43,5.13,4.0
28824,82059,-6.65,24.5,-6.06,1.0
28828,82070,0.26,12.86,8.5,2.0
28829,82072,15.77,23.94,-1.77,1.0
28872,82414,43.66,21.5,-1.89,1.0
28874,82421,42.25,19.15,-1.18,1.0
28886,82441,-34.04,-16.03,-7.28,1.0
28897,82520,8.72,14.46,3.28,1.0
28899,82601,12.66,17.12,3.79,1.0
28900,82604,4.98,8.28,2.54,1.0
28901,82609,20.38,22.87,-2.68,1.0
28923,82716,-0.75,12.83,-1.76,1.0
28924,82718,-1.02,9.04,3.55,1.0
28934,82801,10.7,15.36,1.47,1.0
28947,82901,5.83,23.89,-0.21,1.0
28966,83001,11.37,14.67,0.12,3.0
28990,83201,9.11,9.6,8.52,3.0
28991,83202,16.01,3.7,3.32,1.0
29042,83301,16.84,7.2,2.6,3.0
29051,83321,11.24,-30.14,17.67,1.0
29060,83333,-25.18,1.09,-2.92,1.0
29066,83340,-8.6,-20.19,-1.45,1.0
29079,83401,4.02,8.61,1.32,1.0
29080,83402,13.57,4.68,1.23,1.0
29081,83404,8.78,0.56,-0.91,2.0
29120,83501,23.32,11.16,2.6,1.0
29151,83607,6.94,12.31,2.39,1.0
29156,83616,1.73,11.39,13.08,2.0
29157,83617,-5.37,-1.4,2.87,1.0
29169,83634,20.4,9.78,4.87,2.0
29175,83642,18.77,20.3,9.47,5.0
29179,83646,4.57,12.05,4.49,1.0
29183,83651,16.97,8.09,0.08,1.0
29197,83686,1.81,8.95,9.41,1.0
29198,83687,17.49,10.83,6.61,2.0
29199,83702,35.92,27.7,6.86,2.0
29200,83703,13.16,19.87,-7.74,1.0
29201,83704,17.2,8.45,4.88,3.0
29202,83705,17.67,8.07,5.73,5.0
29203,83706,2.37,16.98,-0.2,2.0
29204,83709,11.5,13.78,3.84,3.0
29206,83713,5.43,16.29,-4.68,4.0
29207,83714,14.5,13.83,6.87,1.0
29208,83716,9.75,17.7,3.1,1.0
29213,83805,21.79,6.06,3.87,1.0
29221,83814,18.06,19.41,-2.54,3.0
29222,83815,17.68,4.51,5.7,4.0
29241,83843,23.32,14.1,6.57,2.0
29242,83844,15.05,10.15,-14.18,1.0
29250,83852,61.11,21.07,9.55,1.0
29251,83854,7.04,4.94,5.08,1.0
29258,83864,19.79,3.93,7.23,2.0
29271,84003,13.78,20.9,3.07,1.0
29273,84005,21.24,30.21,2.29,1.0
29276,84010,8.71,20.04,2.02,3.0
29278,84014,10.67,11.42,5.66,2.0
29279,84015,18.13,16.47,2.1,3.0
29280,84017,31.36,23.61,1.7,1.0
29282,84020,28.56,11.19,4.54,1.0
29284,84022,-14.91,-31.2,38.96,1.0
29287,84025,23.16,21.55,0.93,2.0
29293,84032,27.18,24.95,2.62,1.0
29301,84040,5.89,11.86,7.85,1.0
29302,84041,22.25,16.04,0.11,2.0
29304,84043,23.64,26.42,1.6,3.0
29308,84047,24.78,19.81,0.55,1.0
29317,84057,12.19,12.09,-0.4,2.0
29319,84060,70.46,30.46,9.8,2.0
29324,84065,17.76,17.66,3.82,1.0
29328,84070,16.58,10.32,3.33,4.0
29332,84074,16.57,10.12,3.09,1.0
29335,84078,7.32,5.76,1.1,1.0
29340,84084,10.66,11.49,4.84,2.0
29343,84087,14.55,15.39,10.4,1.0
29344,84088,8.12,11.38,10.54,2.0
29346,84093,6.73,13.44,2.95,1.0
29347,84094,22.02,13.59,6.54,1.0
29348,84095,15.39,8.28,8.6,1.0
29350,84097,17.05,20.19,-0.98,2.0
29351,84098,15.78,11.51,-3.19,3.0
29352,84101,34.18,-4.56,12.21,6.0
29353,84102,21.15,25.12,0.66,2.0
29357,84106,30.43,16.18,-0.76,3.0
29358,84107,15.94,11.01,-0.21,2.0
29359,84108,36.2,23.45,4.64,3.0
29360,84109,29.81,18.66,6.3,2.0
29361,84111,39.45,27.0,6.94,1.0
29362,84112,532.91,57.41,-0.83,2.0
29364,84115,21.76,22.41,1.33,3.0
29366,84117,24.25,18.95,4.11,1.0
29368,84119,17.72,2.9,3.34,1.0
29369,84120,19.21,7.56,1.04,1.0
29370,84121,23.42,16.88,4.13,3.0
29371,84123,12.85,7.27,8.19,1.0
29373,84128,10.88,10.65,4.33,1.0
29377,84302,0.7,9.87,2.46,1.0
29395,84321,17.88,10.76,0.17,1.0
29413,84341,10.31,12.54,0.95,1.0
29415,84403,18.96,17.12,1.74,3.0
29416,84404,18.52,13.01,4.23,1.0
29417,84405,12.8,18.66,4.35,1.0
29418,84414,7.76,13.96,3.92,1.0
29419,84501,16.0,6.93,1.03,1.0
29436,84532,14.89,4.89,1.99,1.0
29482,84660,20.09,18.32,1.1,1.0
29488,84701,-0.55,0.0,-1.45,1.0
29498,84720,7.86,4.72,4.17,1.0
29544,84770,10.21,6.85,4.69,3.0
29556,84790,14.7,9.88,6.3,2.0
29557,85003,30.06,9.51,9.37,3.0
29558,85004,39.76,2.34,-20.63,4.0
29560,85007,-2.39,6.0,-0.49,1.0
29561,85008,23.4,4.65,5.76,1.0
29563,85012,28.8,-9.93,6.07,2.0
29564,85013,29.46,18.18,10.04,5.0
29565,85014,15.64,19.23,2.61,1.0
29566,85015,4.2,8.79,6.85,2.0
29567,85016,31.74,19.51,5.58,10.0
29568,85017,8.03,-8.1,1.46,1.0
29569,85018,25.37,34.49,0.39,5.0
29571,85020,12.69,7.8,2.69,1.0
29572,85021,6.85,10.05,1.77,2.0
29573,85022,10.9,2.81,2.03,7.0
29574,85023,13.22,9.43,8.52,1.0
29576,85027,8.79,5.96,8.7,3.0
29577,85028,8.04,6.51,1.14,3.0
29578,85029,1.62,7.58,6.6,2.0
29580,85032,8.3,17.02,6.12,11.0
29582,85034,88.29,2.56,8.18,4.0
29583,85035,15.7,24.77,10.6,2.0
29584,85037,10.79,11.18,5.12,2.0
29586,85041,23.72,7.49,3.08,1.0
29587,85042,12.57,3.97,3.71,3.0
29589,85044,10.05,9.8,1.16,4.0
29591,85048,10.33,4.96,5.46,2.0
29592,85050,23.63,19.66,1.55,3.0
29593,85051,2.86,10.47,2.4,2.0
29594,85053,6.08,15.3,7.99,3.0
29595,85054,34.28,-11.48,4.21,3.0
29597,85085,-2.54,12.69,14.64,2.0
29598,85086,18.56,-0.06,11.04,4.0
29600,85118,7.07,1.15,3.26,1.0
29602,85120,16.47,-5.88,3.4,2.0
29604,85122,8.52,2.85,3.8,3.0
29608,85132,18.39,17.0,0.41,1.0
29612,85139,1.26,4.95,0.49,3.0
29613,85140,16.86,24.91,3.98,1.0
29615,85142,16.3,30.73,6.12,4.0
29616,85143,-0.13,24.15,13.73,2.0
29624,85201,3.19,5.58,2.79,3.0
29625,85202,12.35,18.91,0.64,5.0
29626,85203,9.28,12.5,2.02,2.0
29627,85204,10.33,14.22,5.4,5.0
29628,85205,10.88,19.99,1.76,1.0
29629,85206,11.57,12.31,-1.38,4.0
29630,85207,5.97,13.1,4.04,1.0
29631,85208,8.12,6.93,5.29,1.0
29632,85209,13.25,10.59,4.36,6.0
29633,85210,0.32,10.44,4.77,2.0
29634,85212,16.5,27.87,9.45,2.0
29635,85213,5.59,24.77,-0.42,1.0
29636,85215,23.2,11.98,3.18,5.0
29637,85224,13.57,11.33,4.16,5.0
29638,85225,9.2,15.42,9.9,2.0
29639,85226,10.83,6.49,4.63,8.0
29640,85233,8.75,12.98,5.97,2.0
29641,85234,7.74,12.62,5.1,1.0
29642,85248,7.73,7.54,-0.54,3.0
29643,85249,7.72,6.6,5.27,6.0
29644,85250,11.97,10.29,1.24,4.0
29645,85251,27.76,19.56,2.92,7.0
29646,85253,34.15,23.58,7.74,2.0
29647,85254,3.64,4.76,1.89,8.0
29648,85255,17.14,-0.96,4.61,5.0
29650,85257,22.86,19.02,8.94,2.0
29651,85258,18.71,-2.73,0.47,1.0
29652,85259,3.74,-9.01,3.31,2.0
29653,85260,13.07,4.71,0.4,7.0
29657,85266,36.72,6.68,0.99,1.0
29658,85268,9.47,4.58,7.18,3.0
29659,85281,5.14,3.78,0.51,12.0
29660,85282,10.8,9.99,8.88,8.0
29661,85283,12.64,7.5,6.8,3.0
29662,85284,-7.88,10.74,5.59,4.0
29663,85286,19.57,13.8,1.04,3.0
29664,85295,11.88,14.14,0.75,4.0
29665,85296,12.1,9.39,2.51,5.0
29666,85297,26.42,19.87,3.42,4.0
