,Zip,Household Income Change,Median Home Value Change,% Bachelors+ Change,Starbucks Store Count,Walmart Store Count
2669,7728,7.08,-3.21,2.44,2.0,1.0
2670,7730,21.55,-4.53,0.68,0.0,0.0
2671,7731,14.49,-5.56,5.88,1.0,1.0
2672,7732,-25.35,-13.33,9.33,0.0,0.0
2673,7733,19.06,-1.92,9.17,0.0,0.0
2674,7734,12.05,-8.08,3.22,0.0,0.0
2675,7735,9.19,-9.71,2.51,0.0,0.0
2676,7737,22.33,-11.35,-5.07,0.0,0.0
2677,7738,19.29,-5.25,2.01,1.0,0.0
2678,7739,-0.7,-0.82,3.14,0.0,0.0
2679,7740,11.8,-5.02,0.58,0.0,0.0
2680,7746,2.68,8.22,2.09,0.0,0.0
2681,7747,11.19,-2.34,3.46,0.0,0.0
2682,7748,11.6,-3.97,4.31,0.0,0.0
2683,7750,62.18,37.99,-2.24,0.0,0.0
2684,7751,18.58,3.31,-0.19,1.0,0.0
2685,7753,16.98,-6.62,1.28,1.0,1.0
2686,7755,3.79,-4.44,4.69,1.0,0.0
2687,7756,33.31,20.67,10.5,0.0,0.0
2688,7757,24.59,-5.23,5.76,0.0,0.0
2689,7758,6.54,-5.14,1.19,0.0,0.0
2690,7760,24.52,10.92,-0.28,0.0,0.0
2691,7762,10.34,-7.31,-0.37,0.0,0.0
2692,7764,21.28,-7.27,-1.75,0.0,0.0
2693,7801,13.35,-14.45,3.48,0.0,0.0
2694,7803,-2.49,-14.37,-3.54,0.0,0.0
2695,7820,15.05,10.15,45.42,0.0,0.0
2696,7821,5.98,-19.06,3.93,0.0,0.0
2697,7822,-49.9,-19.86,-4.98,0.0,0.0
2698,7823,-2.38,-11.64,-2.66,0.0,0.0
2699,7825,14.26,-4.79,10.43,0.0,0.0
2700,7826,-1.72,-15.56,0.27,0.0,0.0
2701,7827,7.47,-20.7,1.25,0.0,0.0
2702,7828,9.86,-6.35,2.79,0.0,0.0
2703,7830,6.0,-9.95,7.43,0.0,0.0
2704,7832,11.98,-12.4,8.08,0.0,0.0
2705,7833,-45.86,-50.83,28.41,0.0,0.0
2706,7834,9.99,-3.58,0.83,1.0,0.0
2707,7836,11.6,-11.15,2.67,0.0,1.0
2708,7838,18.06,-8.48,13.73,0.0,0.0
2709,7840,2.07,-11.71,0.31,1.0,1.0
2710,7842,-50.64,-50.81,9.29,0.0,0.0
2711,7843,-7.72,-16.47,4.15,0.0,0.0
2712,7846,-27.68,-18.08,-22.85,0.0,0.0
2713,7847,24.16,-7.26,3.94,0.0,0.0
2714,7848,-10.15,-8.27,9.5,0.0,0.0
2715,7849,5.03,-19.19,5.08,0.0,0.0
2716,7850,7.65,-13.44,7.35,0.0,0.0
2717,7851,53.36,-60.67,33.77,0.0,0.0
2718,7852,-16.36,-5.63,7.51,0.0,1.0
2719,7853,27.38,0.47,-3.03,0.0,0.0
2720,7856,16.01,-5.14,-12.05,0.0,0.0
2721,7857,13.42,-10.32,-2.63,0.0,0.0
2722,7860,11.46,-15.48,4.03,0.0,1.0
2723,7863,20.57,-1.27,4.97,0.0,0.0
2724,7865,33.93,-24.13,8.37,0.0,0.0
2725,7866,10.18,-6.9,0.72,1.0,1.0
2726,7869,2.9,-7.64,0.84,0.0,0.0
2727,7870,15.05,10.15,111.83,0.0,0.0
2728,7871,9.37,-10.39,2.58,0.0,0.0
2729,7874,2.88,-11.0,6.34,0.0,0.0
2730,7876,13.7,-4.45,8.79,0.0,0.0
2731,7878,-3.89,7.77,5.8,0.0,0.0
2732,7880,58.91,35.77,22.21,0.0,0.0
2733,7881,-60.84,-65.12,0.0,0.0,0.0
2734,7882,15.65,-17.58,4.26,0.0,0.0
2735,7885,-9.16,-7.69,-1.18,0.0,0.0
2736,7901,15.68,14.8,-0.42,0.0,0.0
2737,7920,16.03,6.08,3.42,0.0,0.0
2738,7921,17.03,-1.93,3.96,0.0,0.0
2739,7922,22.63,0.08,-0.73,0.0,0.0
2740,7924,30.96,8.05,0.06,0.0,0.0
2741,7926,15.05,10.15,0.0,0.0,0.0
2742,7927,17.28,-1.0,-4.5,1.0,1.0
2743,7928,26.49,11.08,-0.57,1.0,0.0
2744,7930,-8.49,-7.4,5.19,1.0,0.0
2745,7931,16.98,-7.41,2.07,0.0,0.0
2746,7932,27.71,-0.41,3.28,0.0,0.0
2747,7933,23.39,5.9,8.31,0.0,0.0
2748,7934,14.25,-12.71,-2.82,0.0,0.0
2749,7935,45.91,-28.2,-9.9,0.0,0.0
2750,7936,14.79,2.17,-1.14,1.0,0.0
2751,7939,15.05,10.15,8.63,0.0,0.0
2752,7940,22.85,10.43,-1.11,0.0,0.0
2753,7945,15.08,-5.79,9.18,0.0,0.0
2754,7946,27.35,5.67,3.38,0.0,0.0
2755,7950,17.18,1.16,-3.31,0.0,0.0
2756,7960,21.77,6.07,5.03,2.0,0.0
2757,7961,15.05,10.15,2.14,0.0,0.0
2758,7970,209.73,92.72,35.41,0.0,0.0
2759,7974,21.1,-0.96,-2.04,1.0,0.0
2760,7976,-56.9,-80.54,20.89,0.0,0.0
2761,7977,-28.29,-29.48,-28.07,0.0,0.0
2762,7979,-16.99,16.6,-0.33,0.0,0.0
2763,7980,19.93,15.57,-6.57,0.0,0.0
2764,7981,8.18,1.52,0.83,0.0,0.0
2765,8001,-3.99,-12.07,-16.84,0.0,0.0
2766,8002,12.93,-9.91,-0.65,4.0,1.0
2767,8003,17.13,-3.35,5.15,0.0,0.0
2768,8004,24.77,-14.07,8.63,0.0,0.0
2769,8005,19.36,-8.98,-1.23,1.0,0.0
2770,8006,-6.15,-15.96,13.61,0.0,0.0
2771,8007,23.0,-18.18,4.91,0.0,0.0
2772,8008,14.48,4.1,6.64,0.0,0.0
2773,8009,13.95,-12.21,-0.37,0.0,0.0
2774,8010,17.76,-14.79,8.34,0.0,0.0
2775,8011,15.05,10.15,0.0,0.0,0.0
2776,8012,6.35,-11.44,4.19,3.0,1.0
2777,8014,-1.38,11.88,32.22,0.0,0.0
2778,8015,-0.89,-12.74,-3.35,0.0,0.0
2779,8016,18.98,-13.05,1.23,1.0,1.0
2780,8019,8.56,-10.03,-8.45,0.0,0.0
2781,8020,-3.36,1.89,9.81,0.0,0.0
2782,8021,-0.37,-15.62,2.36,0.0,0.0
2783,8022,21.4,-5.18,7.91,0.0,0.0
2784,8023,-19.26,-9.97,19.92,0.0,0.0
2785,8026,4.97,-14.29,-1.39,0.0,0.0
2786,8027,15.96,-16.35,0.03,0.0,0.0
2787,8028,18.48,-12.77,7.2,0.0,0.0
2788,8029,-5.05,-20.89,14.06,0.0,0.0
2789,8030,3.46,-19.25,-1.14,0.0,0.0
2790,8031,-3.45,-14.37,1.0,0.0,0.0
2791,8033,17.94,10.78,2.58,0.0,0.0
2792,8034,9.83,-12.02,1.76,2.0,0.0
2793,8035,7.13,0.88,6.13,0.0,0.0
2794,8036,28.62,-9.65,1.52,0.0,0.0
2795,8037,18.53,-9.23,-0.84,1.0,1.0
2796,8038,-16.17,-50.42,-0.91,0.0,0.0
2797,8039,1.99,-5.96,-29.34,0.0,0.0
2798,8041,22.57,-23.48,15.42,0.0,0.0
2799,8042,20.52,-19.7,-27.96,0.0,0.0
2800,8043,16.47,-2.06,2.05,1.0,0.0
2801,8045,11.51,-5.85,16.82,0.0,0.0
2802,8046,8.51,-13.54,3.31,0.0,0.0
2803,8048,7.59,10.32,3.42,0.0,1.0
2804,8049,7.94,-18.55,-4.9,0.0,0.0
2805,8050,11.8,-11.83,0.95,1.0,1.0
2806,8051,27.37,-7.6,9.23,0.0,0.0
2807,8052,4.98,-15.67,4.4,0.0,0.0
2808,8053,6.88,-4.08,4.89,1.0,1.0
2809,8054,7.46,-2.24,0.86,2.0,0.0
2810,8055,9.74,-8.58,5.43,0.0,0.0
2811,8056,35.0,7.07,-2.24,0.0,0.0
2812,8057,30.98,1.85,2.69,1.0,0.0
2813,8059,12.63,-13.94,1.68,0.0,0.0
2814,8060,20.15,-9.18,5.23,0.0,0.0
2815,8061,47.75,9.69,-6.34,0.0,0.0
2816,8062,21.39,-0.17,4.13,0.0,0.0
2817,8063,-0.73,-15.26,5.67,0.0,0.0
2818,8064,31.97,10.15,9.57,0.0,0.0
2819,8065,10.29,-17.05,0.22,0.0,0.0
2820,8066,6.95,-27.87,11.95,0.0,0.0
2821,8067,41.83,8.28,-3.34,0.0,0.0
2822,8068,9.82,-15.31,3.53,0.0,0.0
2823,8069,20.14,-6.22,5.34,1.0,0.0
2824,8070,12.14,-14.66,2.73,0.0,1.0
2825,8071,16.41,-16.44,-1.19,0.0,0.0
2826,8072,21.01,14.4,5.43,0.0,0.0
2827,8073,487.29,-5.51,-35.96,0.0,0.0
2828,8074,15.05,10.15,45.42,0.0,0.0
2829,8075,2.77,-11.66,1.74,0.0,0.0
2830,8077,9.19,-8.37,0.75,0.0,1.0
2831,8078,20.7,-10.02,2.14,0.0,0.0
2832,8079,-10.0,1.5,-1.32,0.0,0.0
2833,8080,10.86,-6.77,3.46,0.0,0.0
2834,8081,11.48,-11.62,5.18,2.0,0.0
2835,8083,18.63,-8.69,7.38,0.0,1.0
2836,8084,22.31,-15.49,0.19,0.0,0.0
2837,8085,28.92,-4.69,1.32,0.0,0.0
2838,8086,17.74,2.05,-3.55,0.0,0.0
2839,8087,10.14,-11.22,5.71,0.0,1.0
2840,8088,2.3,-14.38,0.3,0.0,0.0
2841,8089,-23.76,-8.33,-0.14,0.0,0.0
2842,8090,3.71,-15.43,5.58,0.0,0.0
2843,8091,-4.63,-18.55,3.87,0.0,1.0
2844,8092,27.17,-5.0,4.06,0.0,0.0
2845,8093,1.29,-13.13,3.75,0.0,0.0
2846,8094,15.24,-11.94,4.39,0.0,1.0
2847,8095,-23.91,-29.04,-45.75,0.0,0.0
2848,8096,1.69,-9.71,-0.27,2.0,2.0
2849,8097,2.95,-13.0,2.14,0.0,0.0
2850,8098,15.31,-5.24,7.09,0.0,0.0
2851,8102,14.89,-9.32,3.2,0.0,0.0
2852,8103,7.32,-1.28,5.56,0.0,0.0
2853,8104,-5.02,-12.18,12.68,0.0,0.0
2854,8105,5.41,-8.56,1.7,0.0,0.0
2855,8106,8.4,-8.38,1.03,0.0,1.0
2856,8107,5.53,-12.8,4.88,0.0,0.0
2857,8108,25.24,7.11,1.14,0.0,0.0
2858,8109,9.58,-20.14,1.31,0.0,0.0
2859,8110,29.32,-14.08,1.44,0.0,0.0
2860,8201,10.4,-23.19,-6.48,0.0,0.0
2861,8202,5.03,10.56,10.92,0.0,0.0
2862,8203,11.9,-21.69,8.02,0.0,0.0
2863,8204,23.55,-10.21,1.71,0.0,0.0
2864,8205,-1.03,-18.37,4.03,1.0,0.0
2865,8210,2.08,-14.59,2.33,0.0,0.0
2866,8212,-29.79,-10.19,-3.72,0.0,0.0
2867,8215,18.98,-19.84,7.89,0.0,0.0
2868,8217,15.05,10.15,0.0,0.0,0.0
2869,8221,8.54,-19.27,2.43,0.0,0.0
2870,8223,7.16,-9.21,-3.17,0.0,0.0
2871,8224,-1.22,0.96,10.94,0.0,0.0
2872,8225,14.08,-13.86,-0.8,0.0,0.0
2873,8226,23.84,-2.1,-0.63,1.0,0.0
2874,8230,15.23,-10.58,-4.37,0.0,0.0
2875,8232,4.24,-10.63,2.04,0.0,0.0
2876,8234,7.57,-19.51,4.25,0.0,1.0
2877,8240,15.05,10.15,86.29,1.0,0.0
2878,8241,44.3,-18.27,0.08,0.0,0.0
2879,8242,-4.35,11.88,-16.95,0.0,1.0
2880,8243,42.41,7.06,5.86,0.0,0.0
2881,8244,24.02,-13.91,-0.59,0.0,0.0
2882,8246,-57.26,-36.81,24.83,0.0,0.0
2883,8247,57.5,14.66,-7.43,0.0,0.0
2884,8248,23.97,-73.19,-23.97,0.0,0.0
2885,8251,15.79,-16.62,10.18,0.0,0.0
2886,8260,12.13,-6.13,2.69,0.0,0.0
2887,8270,-9.45,-8.91,13.89,0.0,0.0
2888,8302,-5.15,-6.47,-1.27,0.0,1.0
2889,8310,39.64,-21.9,-2.58,0.0,0.0
2890,8311,-17.18,-23.69,-9.55,0.0,0.0
2891,8312,-8.97,-1.58,7.26,0.0,0.0
2892,8314,4.5,-9.47,1.85,0.0,0.0
2893,8316,-16.48,24.14,-38.63,0.0,0.0
2894,8317,-12.68,-6.61,-12.44,0.0,0.0
2895,8318,13.1,-3.87,2.21,0.0,0.0
2896,8319,37.23,-10.85,5.77,0.0,0.0
2897,8320,15.05,10.15,31.56,0.0,0.0
2898,8321,-49.92,-23.02,18.02,0.0,0.0
2899,8322,4.96,-13.57,3.79,0.0,0.0
2900,8323,27.34,-7.26,-3.7,0.0,0.0
2901,8324,21.91,16.68,18.83,0.0,0.0
2902,8326,3.93,-30.47,18.49,0.0,0.0
2903,8327,0.46,-30.72,9.93,0.0,0.0
2904,8328,2.15,-15.29,5.54,0.0,0.0
2905,8329,4.16,184.17,28.93,0.0,0.0
2906,8330,17.04,-5.76,4.7,0.0,1.0
2907,8332,5.2,-11.14,5.04,0.0,1.0
2908,8340,-6.82,-6.26,-25.04,0.0,0.0
2909,8341,-21.98,-5.5,2.19,0.0,0.0
2910,8343,24.98,2.94,2.42,0.0,0.0
2911,8344,9.38,-13.02,9.86,0.0,0.0
2912,8345,48.48,1.05,-3.97,0.0,0.0
2913,8346,-7.1,-38.73,-2.58,0.0,0.0
2914,8348,90.2,-11.48,-1.95,0.0,0.0
2915,8349,-0.07,6.5,13.53,0.0,0.0
2916,8350,140.11,21.61,-24.74,0.0,0.0
2917,8352,-2.56,-11.53,-5.62,0.0,0.0
2918,8353,-16.06,3.68,10.53,0.0,0.0
2919,8360,1.1,-7.76,2.17,0.0,1.0
2920,8361,4.72,-9.36,0.68,0.0,0.0
2921,8401,-2.51,-26.12,0.44,1.0,0.0
2922,8402,8.3,-5.98,5.21,0.0,0.0
2923,8403,48.83,17.27,-0.49,0.0,0.0
2924,8406,2.63,-22.93,-3.29,0.0,0.0
2925,8501,17.04,-2.81,-1.93,0.0,0.0
2926,8502,33.1,-2.75,7.79,0.0,0.0
2927,8505,10.22,-8.21,1.74,0.0,0.0
2928,8510,21.07,-0.14,-8.1,0.0,0.0
2929,8511,-25.78,-22.99,18.87,0.0,0.0
2930,8512,9.97,12.11,-0.65,3.0,0.0
2931,8514,10.85,-11.15,4.46,0.0,0.0
2932,8515,33.85,0.32,15.44,0.0,0.0
2933,8518,-25.08,-1.64,1.11,0.0,0.0
2934,8520,-2.41,-6.09,-1.57,0.0,1.0
2935,8525,11.73,-7.41,2.4,0.0,0.0
2936,8527,1.68,1.18,1.35,0.0,0.0
2937,8528,-75.69,-48.93,23.5,0.0,0.0
2938,8530,16.47,2.63,4.56,0.0,0.0
2939,8533,31.89,-6.31,7.75,0.0,0.0
2940,8534,-11.49,-1.23,1.73,0.0,0.0
2941,8535,26.64,-0.26,15.2,0.0,0.0
2942,8536,23.39,7.74,3.12,0.0,0.0
2943,8540,15.8,9.98,4.66,1.0,1.0
2944,8542,24.46,14.49,-2.1,0.0,0.0
2945,8550,17.36,-0.46,4.55,0.0,0.0
2946,8551,11.74,-9.4,11.45,0.0,0.0
2947,8553,29.75,14.05,0.21,0.0,0.0
2948,8554,17.89,-13.0,-5.93,0.0,0.0
2949,8555,32.24,1.87,2.88,0.0,0.0
2950,8558,17.6,-0.53,2.88,0.0,0.0
2951,8559,16.22,-5.87,-2.96,0.0,0.0
2952,8560,-12.11,-5.38,-0.14,0.0,0.0
2953,8561,15.05,84.74,-34.06,0.0,0.0
2954,8562,-6.3,-21.47,-0.9,0.0,0.0
2955,8608,25.03,10.15,20.02,0.0,0.0
2956,8609,12.01,-38.57,9.32,0.0,0.0
2957,8610,0.25,-12.87,0.54,0.0,0.0
2958,8611,-15.67,-28.11,-6.45,0.0,0.0
2959,8618,-1.07,-3.97,0.51,0.0,0.0
2960,8619,4.31,-7.62,-0.44,0.0,1.0
2961,8620,-0.04,-15.62,7.34,1.0,0.0
2962,8628,16.08,-7.88,-3.58,0.0,0.0
2963,8629,14.68,-22.55,6.79,0.0,0.0
2964,8638,2.71,-17.43,4.49,0.0,0.0
2965,8640,-26.87,10.15,-4.94,0.0,0.0
2966,8641,26.13,10.15,-4.44,0.0,0.0
2967,8648,20.21,-6.92,5.44,3.0,0.0
2968,8690,8.64,-14.72,0.59,0.0,0.0
2969,8691,21.27,-4.08,2.51,0.0,1.0
2970,8701,20.73,13.5,-10.79,1.0,0.0
2971,8720,8.44,6.23,18.37,0.0,0.0
2972,8721,13.25,-4.04,-0.51,0.0,0.0
2973,8722,-8.0,-11.82,-1.01,0.0,0.0
2974,8723,13.34,-4.9,-0.55,0.0,0.0
2975,8724,14.47,1.07,2.97,0.0,1.0
2976,8730,37.31,3.75,-6.8,0.0,0.0
2977,8731,24.7,-3.95,-0.42,1.0,0.0
2978,8732,34.02,0.41,5.56,0.0,0.0
2979,8733,-5.27,-15.44,6.32,0.0,0.0
2980,8734,-10.48,2.08,7.82,0.0,1.0
2981,8735,17.55,-10.78,4.63,0.0,0.0
2982,8736,19.93,2.74,0.79,0.0,0.0
2983,8738,-3.66,12.61,-0.23,0.0,0.0
2984,8740,-8.05,1.08,0.47,0.0,0.0
2985,8741,19.98,-4.15,3.45,0.0,0.0
2986,8742,21.52,0.17,3.98,0.0,0.0
2987,8750,15.24,11.79,10.14,0.0,0.0
2988,8751,46.12,2.19,-9.61,0.0,0.0
2989,8752,30.95,5.63,-1.67,0.0,0.0
2990,8753,4.59,-9.81,-0.68,0.0,0.0
2991,8755,2.55,-9.93,5.84,1.0,1.0
2992,8757,21.08,-4.75,-1.75,0.0,0.0
2993,8758,-7.98,-0.73,6.65,0.0,0.0
2994,8759,4.24,-12.55,-0.1,0.0,0.0
2995,8801,6.98,-10.6,-9.55,0.0,0.0
2996,8802,17.49,-10.17,5.48,0.0,0.0
2997,8804,-15.35,-19.18,9.63,0.0,0.0
2998,8805,4.12,-12.49,0.25,0.0,0.0
2999,8807,14.08,4.46,0.76,2.0,0.0
3000,8808,39.84,-17.84,88.89,0.0,0.0
3001,8809,6.04,-3.72,-9.63,0.0,1.0
3002,8810,31.47,2.93,9.94,0.0,0.0
3003,8812,1.34,-5.45,-1.42,1.0,0.0
3004,8816,7.07,0.85,6.36,0.0,1.0
3005,8817,8.86,-2.11,5.86,0.0,1.0
3006,8820,15.12,4.99,5.47,0.0,0.0
3007,8821,-2.85,38.68,7.61,0.0,0.0
3008,8822,8.2,-4.79,2.25,1.0,1.0
3009,8823,21.39,10.27,1.11,0.0,0.0
3010,8824,21.93,5.24,4.79,0.0,0.0
3011,8825,16.78,-9.2,3.33,0.0,0.0
3012,8826,6.28,-14.78,4.28,0.0,0.0
3013,8827,4.24,-16.07,10.52,0.0,0.0
3014,8828,2.07,2.33,1.91,0.0,0.0
3015,8829,8.91,-16.3,2.94,0.0,0.0
3016,8830,11.66,-11.82,6.67,1.0,0.0
3017,8831,19.58,0.5,4.29,0.0,0.0
3018,8832,33.75,-21.36,17.0,0.0,0.0
3019,8833,7.5,-5.86,6.01,0.0,0.0
3020,8835,25.53,-13.02,-4.22,0.0,1.0
3021,8836,-0.16,0.21,1.38,0.0,0.0
3022,8837,15.93,1.65,0.98,2.0,0.0
3023,8840,24.93,2.44,1.05,0.0,0.0
3024,8844,15.38,1.75,3.86,1.0,0.0
3025,8846,-15.96,-11.57,3.49,0.0,0.0
3026,8848,2.1,-13.66,5.51,0.0,0.0
3027,8850,21.24,-4.36,-4.03,0.0,0.0
3028,8852,9.63,5.54,-0.56,1.0,0.0
3029,8853,18.32,0.0,-1.97,0.0,0.0
3030,8854,5.36,-9.37,-5.48,2.0,1.0
3031,8857,5.13,-3.52,6.85,0.0,2.0
3032,8858,-23.77,-80.54,-35.37,0.0,0.0
3033,8859,8.85,-9.75,3.82,0.0,0.0
3034,8861,16.04,-12.38,-1.2,0.0,0.0
3035,8863,18.56,-7.93,1.63,0.0,0.0
3036,8865,13.2,-11.07,3.57,2.0,1.0
3037,8867,27.51,-9.58,-2.85,0.0,0.0
3038,8869,6.85,-5.39,-1.8,0.0,0.0
3039,8872,3.74,-12.85,5.65,0.0,0.0
3040,8873,3.94,-6.61,-0.25,0.0,0.0
3041,8876,9.26,-0.35,-0.27,1.0,0.0
3042,8879,4.09,-10.79,2.53,1.0,0.0
3043,8880,10.78,-11.72,-3.27,0.0,0.0
3044,8882,6.19,-11.42,3.68,0.0,0.0
3045,8884,4.45,-7.5,8.92,0.0,0.0
3046,8886,8.17,-10.69,5.71,0.0,0.0
3047,8887,37.15,-19.53,7.78,0.0,0.0
3048,8889,8.11,-1.44,1.11,1.0,0.0
3049,8890,15.05,10.15,45.42,0.0,0.0
3050,8901,4.09,-1.0,-3.95,1.0,0.0
3051,8902,16.92,3.51,2.67,1.0,1.0
3052,8904,5.73,-3.97,-2.38,0.0,0.0
3053,10001,30.58,-45.7,9.83,15.0,0.0
3054,10002,10.65,16.29,4.77,1.0,0.0
3055,10003,26.56,24.79,-2.94,10.0,0.0
3056,10004,23.69,85.0,7.11,6.0,0.0
3057,10005,47.04,41.54,0.73,6.0,0.0
3058,10006,57.91,42.62,-3.42,3.0,0.0
3059,10007,28.62,100.0,-1.03,5.0,0.0
3060,10009,11.27,-5.1,4.29,1.0,0.0
3061,10010,25.13,7.59,-4.28,9.0,0.0
3062,10011,29.0,8.28,0.61,8.0,0.0
3063,10012,41.47,66.94,-0.79,4.0,0.0
3064,10013,62.7,100.0,4.44,7.0,0.0
3065,10014,23.22,15.14,3.91,5.0,0.0
3066,10016,13.82,2.17,3.69,9.0,0.0
3067,10017,20.32,-7.11,2.72,18.0,0.0
3068,10018,28.36,-8.95,10.54,7.0,0.0
3069,10019,24.31,14.6,1.91,19.0,0.0
3070,10020,15.05,10.15,2.14,0.0,0.0
3071,10021,8.18,23.85,-1.03,4.0,0.0
3072,10022,23.48,8.57,1.89,14.0,0.0
3073,10023,23.93,26.48,1.55,9.0,0.0
3074,10024,18.0,54.05,2.27,5.0,0.0
3075,10025,33.04,13.38,3.44,7.0,0.0
3076,10026,48.79,44.97,9.48,2.0,0.0
3077,10027,31.16,3.83,0.25,3.0,0.0
3078,10028,15.99,21.83,5.96,7.0,0.0
3079,10029,6.8,-17.61,4.94,1.0,0.0
3080,10030,28.11,-5.53,10.64,0.0,0.0
3081,10031,37.87,-0.64,8.82,0.0,0.0
3082,10032,43.65,26.61,11.59,1.0,0.0
3083,10033,44.28,10.5,7.45,1.0,0.0
3084,10034,27.49,-2.73,2.73,0.0,0.0
3085,10035,14.09,29.63,13.11,1.0,0.0
3086,10036,45.94,22.33,-0.22,13.0,0.0
3087,10037,10.72,52.22,-3.17,0.0,0.0
3088,10038,31.44,23.46,10.71,4.0,0.0
3089,10039,16.3,21.69,3.56,1.0,0.0
3090,10040,26.56,21.68,8.07,1.0,0.0
3091,10044,31.73,49.82,7.24,1.0,0.0
3092,10065,14.41,54.85,-2.66,5.0,0.0
3093,10069,-33.12,100.0,-8.68,0.0,0.0
3094,10075,37.92,19.1,-2.43,2.0,0.0
3095,10103,15.05,10.15,2.14,1.0,0.0
3096,10110,15.05,10.15,-29.76,0.0,0.0
3097,10111,15.05,10.15,2.14,0.0,0.0
3098,10112,15.05,10.15,2.14,2.0,0.0
3099,10115,15.05,10.15,2.14,0.0,0.0
3100,10119,15.05,10.15,2.14,2.0,0.0
3101,10128,17.38,2.24,1.89,5.0,0.0
3102,10152,15.05,10.15,2.14,0.0,0.0
3103,10153,15.05,10.15,2.14,0.0,0.0
3104,10154,15.05,10.15,2.14,0.0,0.0
3105,10162,4.11,10.15,-3.41,0.0,0.0
3106,10165,15.05,10.15,2.14,0.0,0.0
3107,10167,15.05,10.15,2.14,0.0,0.0
3108,10168,15.05,10.15,2.14,0.0,0.0
3109,10169,15.05,10.15,2.14,1.0,0.0
3110,10170,15.05,10.15,2.14,0.0,0.0
3111,10171,15.05,10.15,2.14,0.0,0.0
3112,10172,15.05,10.15,2.14,0.0,0.0
3113,10173,15.05,10.15,2.14,1.0,0.0
3114,10174,15.05,10.15,2.14,0.0,0.0
3115,10177,15.05,10.15,2.14,0.0,0.0
3116,10199,15.05,10.15,-54.8,0.0,0.0
3117,10271,15.05,10.15,2.14,0.0,0.0
3118,10278,15.05,10.15,2.14,0.0,0.0
3119,10279,15.05,10.15,45.42,1.0,0.0
3120,10280,25.63,30.11,-5.41,0.0,0.0
3121,10282,7.74,-80.54,-1.2,1.0,0.0
3122,10301,3.45,5.62,5.21,0.0,0.0
3123,10302,13.42,-3.35,7.79,0.0,0.0
3124,10303,13.83,-3.5,3.93,0.0,0.0
3125,10304,-3.06,13.29,3.12,0.0,0.0
3126,10305,20.64,-0.77,0.55,0.0,0.0
3127,10306,2.32,3.71,3.66,2.0,0.0
3128,10307,-7.15,10.34,6.29,0.0,0.0
3129,10308,6.36,4.57,3.58,0.0,0.0
3130,10309,24.45,2.41,3.8,2.0,0.0
3131,10310,12.98,1.44,7.04,1.0,0.0
3132,10311,15.05,10.15,2.14,0.0,0.0
3133,10312,10.01,8.82,1.93,1.0,0.0
3134,10314,10.07,7.56,0.7,4.0,0.0
3135,10451,15.48,9.18,5.72,2.0,0.0
3136,10452,4.57,-44.33,3.21,0.0,0.0
3137,10453,-4.89,-6.6,4.7,0.0,0.0
3138,10454,6.6,5.21,2.31,0.0,0.0
3139,10455,12.47,-12.16,4.91,0.0,0.0
3140,10456,20.21,-6.63,2.23,0.0,0.0
3141,10457,11.75,-0.13,5.56,0.0,0.0
3142,10458,35.58,-7.97,3.58,1.0,0.0
3143,10459,23.28,12.67,15.65,0.0,0.0
3144,10460,10.53,-3.21,9.89,0.0,0.0
3145,10461,10.68,-3.69,1.97,2.0,0.0
3146,10462,16.4,-12.2,4.54,1.0,0.0
3147,10463,11.52,0.1,2.05,2.0,0.0
3148,10464,38.79,0.43,-2.28,0.0,0.0
3149,10465,12.96,2.03,-0.41,2.0,0.0
3150,10466,12.55,2.4,6.44,0.0,0.0
3151,10467,4.55,-12.54,3.54,0.0,0.0
3152,10468,13.68,22.01,3.42,1.0,0.0
3153,10469,12.95,-0.25,6.54,0.0,0.0
3154,10470,8.86,4.66,5.73,0.0,0.0
3155,10471,18.33,-10.65,4.57,0.0,0.0
3156,10472,1.85,-0.99,2.97,0.0,0.0
3157,10473,4.57,-3.73,3.25,0.0,0.0
3158,10474,13.79,12.64,10.62,0.0,0.0
3159,10475,6.42,-63.05,2.66,0.0,0.0
3160,10501,41.23,-2.59,-2.39,0.0,0.0
3161,10502,24.94,-6.65,7.59,1.0,0.0
3162,10503,-74.4,-7.84,11.56,0.0,0.0
3163,10504,16.77,1.26,5.33,0.0,0.0
3164,10505,-51.68,-0.57,7.65,0.0,0.0
3165,10506,26.92,1.74,0.94,0.0,0.0
3166,10507,-12.39,11.73,2.26,0.0,0.0
3167,10509,12.1,-9.89,1.24,0.0,0.0
3168,10510,3.35,-3.96,5.74,1.0,0.0
3169,10511,25.07,-3.43,1.77,0.0,0.0
3170,10512,7.14,-17.47,6.58,1.0,0.0
3171,10514,20.89,0.2,-0.69,1.0,0.0
3172,10516,36.03,5.16,1.91,0.0,0.0
3173,10517,-18.26,-3.38,-9.71,0.0,0.0
3174,10518,9.19,4.4,26.84,0.0,0.0
3175,10519,23.87,55.1,-5.47,0.0,0.0
3176,10520,12.63,6.88,-4.31,0.0,0.0
3177,10522,32.93,5.53,1.65,1.0,0.0
3178,10523,26.74,0.73,-3.2,0.0,0.0
3179,10524,13.31,-21.06,0.75,0.0,0.0
3180,10526,-12.71,-6.29,4.5,0.0,0.0
3181,10527,-19.08,-5.32,12.64,0.0,0.0
3182,10528,12.41,5.64,2.12,0.0,0.0
3183,10530,15.34,-6.81,-3.47,2.0,0.0
