,Zip,Household Income Change,Median Home Value Change,% Bachelors+ Change,Starbucks Store Count,Walmart Store Count
15246,43003,20.33,0.29,5.77,0.0,0.0
15247,43004,11.4,2.72,5.1,0.0,0.0
15248,43005,313.24,7.23,42.11,0.0,0.0
15249,43006,67.26,67.1,10.35,0.0,0.0
15250,43008,67.7,45.79,24.5,0.0,0.0
15251,43009,50.79,30.22,3.34,0.0,0.0
15252,43010,-11.51,-9.0,-1.07,0.0,0.0
15253,43011,9.34,13.16,3.67,0.0,0.0
15254,43013,8.68,-11.79,18.69,0.0,0.0
15255,43014,15.92,22.57,-1.61,0.0,0.0
15256,43015,17.01,8.87,1.26,2.0,1.0
15257,43016,11.79,16.02,4.62,3.0,2.0
15258,43017,8.15,11.86,2.54,6.0,0.0
15259,43019,-7.12,10.4,-5.0,0.0,0.0
15260,43021,17.73,14.13,-4.03,0.0,0.0
15261,43022,18.3,33.8,-6.28,0.0,0.0
15262,43023,22.57,26.21,4.55,0.0,0.0
15263,43025,34.8,21.89,-3.54,0.0,0.0
15264,43026,15.83,15.58,4.67,2.0,0.0
15265,43028,-1.15,-4.72,2.31,0.0,0.0
15266,43029,25.58,0.54,9.43,0.0,0.0
15267,43030,-1.28,10.15,22.07,0.0,0.0
15268,43031,0.64,8.13,5.13,0.0,0.0
15269,43032,15.05,10.15,-52.63,0.0,0.0
15270,43033,25.85,-10.61,15.87,0.0,0.0
15271,43035,20.29,20.22,-0.38,2.0,1.0
15272,43036,35.16,-17.13,30.06,0.0,0.0
15273,43037,-6.6,-14.97,-5.28,0.0,0.0
15274,43040,17.15,11.41,2.01,2.0,1.0
15275,43044,32.49,-3.93,5.2,0.0,0.0
15276,43045,11.43,10.52,-0.83,0.0,0.0
15277,43046,30.87,-6.89,-1.44,0.0,0.0
15278,43050,18.24,6.3,5.15,1.0,1.0
15279,43054,20.96,11.37,4.37,3.0,0.0
15280,43055,9.32,5.29,-0.68,1.0,1.0
15281,43056,5.87,9.16,4.45,1.0,1.0
15282,43060,16.01,14.52,-5.25,0.0,0.0
15283,43061,15.76,26.7,8.56,0.0,0.0
15284,43062,25.2,11.6,-0.71,1.0,0.0
15285,43064,25.86,16.37,2.15,0.0,0.0
15286,43065,17.98,11.39,0.82,3.0,0.0
15287,43066,8.11,28.96,7.68,0.0,0.0
15288,43067,14.39,31.13,-11.81,0.0,0.0
15289,43068,19.61,-0.28,0.84,4.0,1.0
15290,43070,58.41,-17.67,-17.25,0.0,0.0
15291,43071,37.83,49.4,4.66,0.0,0.0
15292,43072,15.48,-8.22,6.62,0.0,0.0
15293,43074,8.09,21.17,-4.45,2.0,0.0
15294,43076,30.35,6.39,1.87,0.0,0.0
15295,43077,-1.98,4.96,47.06,0.0,0.0
15296,43078,18.01,5.62,0.94,0.0,1.0
15297,43080,12.28,14.57,3.33,0.0,0.0
15298,43081,20.87,7.85,6.37,3.0,1.0
15299,43082,9.15,6.4,2.68,2.0,0.0
15300,43084,29.55,7.14,5.9,0.0,0.0
15301,43085,9.42,17.58,-2.09,1.0,0.0
15302,43101,6.89,12.31,6.83,0.0,0.0
15303,43102,10.25,8.64,-2.45,0.0,0.0
15304,43103,38.28,6.64,2.46,0.0,0.0
15305,43105,-14.41,-6.87,-0.47,0.0,0.0
15306,43106,-32.4,-2.17,7.46,0.0,0.0
15307,43107,19.47,-4.15,-2.01,0.0,0.0
15308,43109,220.46,-11.76,-1.11,0.0,0.0
15309,43110,14.05,0.6,4.85,1.0,1.0
15310,43111,15.05,-47.8,39.32,0.0,0.0
15311,43112,42.07,24.3,-3.61,0.0,0.0
15312,43113,11.99,2.19,-0.3,0.0,1.0
15313,43115,16.33,40.15,10.11,0.0,0.0
15314,43116,-5.72,8.48,3.77,0.0,0.0
15315,43117,15.05,-42.59,-8.08,0.0,0.0
15316,43119,23.6,3.75,6.83,1.0,0.0
15317,43123,11.23,4.81,3.25,4.0,1.0
15318,43125,5.42,6.73,4.59,0.0,0.0
15319,43126,34.58,-0.09,3.31,0.0,0.0
15320,43127,24.33,65.3,-43.24,0.0,0.0
15321,43128,38.88,-10.47,8.44,1.0,0.0
15322,43130,15.09,4.38,3.22,2.0,1.0
15323,43135,-7.78,7.35,17.28,0.0,0.0
15324,43136,9.24,-0.52,11.04,0.0,0.0
15325,43137,29.28,11.04,2.92,0.0,0.0
15326,43138,22.97,14.18,1.55,0.0,1.0
15327,43140,21.76,6.58,4.82,0.0,1.0
15328,43142,-17.02,-30.67,9.38,0.0,0.0
15329,43143,31.24,22.42,3.47,0.0,0.0
15330,43144,-36.72,16.76,5.23,0.0,0.0
15331,43145,-8.66,6.0,-6.77,0.0,0.0
15332,43146,11.14,9.82,3.72,0.0,0.0
15333,43147,16.75,9.83,2.49,2.0,0.0
15334,43148,40.33,7.11,14.31,0.0,0.0
15335,43149,47.57,2.68,14.84,0.0,0.0
15336,43150,-9.58,-5.91,22.68,0.0,0.0
15337,43151,23.73,3.57,20.47,0.0,0.0
15338,43152,15.19,-15.19,5.25,0.0,0.0
15339,43153,-0.62,5.65,13.55,0.0,0.0
15340,43154,7.99,-0.2,-0.76,0.0,0.0
15341,43155,15.16,-7.69,-4.65,0.0,0.0
15342,43156,61.8,14.63,6.15,0.0,0.0
15343,43157,71.23,16.48,6.35,0.0,0.0
15344,43158,-1.13,-48.85,-2.72,0.0,0.0
15345,43160,19.62,1.62,1.2,0.0,1.0
15346,43162,5.5,1.22,-0.03,0.0,0.0
15347,43164,-3.18,3.74,18.92,0.0,0.0
15348,43201,49.02,24.07,12.16,1.0,0.0
15349,43202,32.25,21.39,5.41,0.0,0.0
15350,43203,70.6,-26.48,15.21,0.0,0.0
15351,43204,8.87,-3.72,7.37,0.0,0.0
15352,43205,62.5,5.59,8.81,0.0,0.0
15353,43206,33.75,29.93,3.71,1.0,0.0
15354,43207,17.42,-6.12,3.79,0.0,1.0
15355,43209,7.65,22.33,3.87,2.0,0.0
15356,43210,-2.53,10.15,10.45,0.0,0.0
15357,43211,15.1,-16.87,1.06,0.0,0.0
15358,43212,33.99,40.99,6.11,4.0,0.0
15359,43213,11.53,-1.89,-4.07,3.0,0.0
15360,43214,22.0,19.29,3.6,5.0,0.0
15361,43215,53.43,6.78,12.28,5.0,0.0
15362,43217,18.21,-33.26,4.2,0.0,0.0
15363,43219,8.13,0.74,2.65,9.0,1.0
15364,43220,18.24,17.91,1.49,1.0,1.0
15365,43221,15.09,17.36,1.84,4.0,0.0
15366,43222,14.61,0.63,10.75,0.0,0.0
15367,43223,11.51,-10.12,1.13,0.0,0.0
15368,43224,8.82,-8.27,1.85,0.0,0.0
15369,43227,-1.74,-15.91,5.89,0.0,0.0
15370,43228,14.65,-3.49,3.05,3.0,2.0
15371,43229,16.22,-4.36,-2.39,1.0,0.0
15372,43230,12.11,6.51,4.13,2.0,0.0
15373,43231,9.72,1.6,-8.62,0.0,0.0
15374,43232,2.6,-10.25,3.74,0.0,0.0
15375,43235,20.95,8.2,2.74,2.0,0.0
15376,43240,14.78,5.15,-0.8,7.0,0.0
15377,43302,11.84,-5.31,2.64,2.0,1.0
15378,43310,21.71,-5.56,0.23,0.0,0.0
15379,43311,21.46,-0.83,0.82,0.0,1.0
15380,43314,30.15,21.29,-3.53,0.0,0.0
15381,43315,14.09,11.92,4.88,0.0,0.0
15382,43316,31.14,1.2,-4.32,0.0,0.0
15383,43317,108.62,110.79,10.45,0.0,0.0
15384,43318,14.52,14.08,3.79,0.0,0.0
15385,43319,15.29,32.89,-8.03,0.0,0.0
15386,56090,47.61,-6.41,-9.08,0.0,0.0
15387,56091,-7.53,-14.71,-10.65,0.0,0.0
15388,56093,0.26,8.72,1.79,0.0,1.0
15389,56096,5.79,2.76,-1.02,0.0,0.0
15390,56097,16.14,4.13,-2.95,0.0,0.0
15391,56098,10.53,1.04,-2.18,0.0,0.0
15392,56101,21.22,10.38,-2.49,0.0,0.0
15393,56110,18.86,6.54,1.3,0.0,0.0
15394,56111,13.75,35.33,10.19,0.0,0.0
15395,56113,-8.57,-6.11,-20.55,0.0,0.0
15396,56114,8.53,-23.94,0.22,0.0,0.0
15397,56115,37.66,38.24,-4.57,0.0,0.0
15398,56116,27.06,31.73,-14.11,0.0,0.0
15399,56117,-0.39,-7.48,-5.42,0.0,0.0
15400,56118,10.96,-9.94,1.38,0.0,0.0
15401,56119,27.04,35.16,8.92,0.0,0.0
15402,56120,3.66,-17.78,-3.36,0.0,0.0
15403,56121,11.2,5.86,-3.32,0.0,0.0
15404,56122,27.82,-4.25,-2.16,0.0,0.0
15405,56123,27.14,15.51,-7.97,0.0,0.0
15406,56125,30.33,3.2,-6.83,0.0,0.0
15407,56127,-6.91,-13.49,-18.93,0.0,0.0
15408,56128,24.79,7.71,-6.04,0.0,0.0
15409,56129,19.75,0.14,-0.54,0.0,0.0
15410,56131,19.17,38.5,2.21,0.0,0.0
15411,56132,17.18,33.36,16.36,0.0,0.0
15412,56134,41.12,2.65,7.71,0.0,0.0
15413,56136,-0.31,13.72,9.16,0.0,0.0
15414,56137,24.07,18.27,-4.1,0.0,0.0
15415,56138,48.47,22.76,2.09,0.0,0.0
15416,56139,75.71,58.37,-19.11,0.0,0.0
15417,56140,182.45,-8.21,1.43,0.0,0.0
15418,56141,49.03,16.47,-3.27,0.0,0.0
15419,56142,16.22,16.94,-6.28,0.0,0.0
15420,56143,20.81,28.24,2.9,0.0,0.0
15421,56144,49.67,26.93,-4.16,0.0,0.0
15422,56145,6.8,4.94,6.16,0.0,0.0
15423,56146,3.81,151.23,35.41,0.0,0.0
15424,56147,3.06,-24.0,9.16,0.0,0.0
15425,56149,34.58,78.23,-0.76,0.0,0.0
15426,56150,29.26,21.14,-2.27,0.0,0.0
15427,56151,20.68,53.93,4.5,0.0,0.0
15428,56152,30.42,38.47,0.49,0.0,0.0
15429,56153,18.28,-17.66,-13.17,0.0,0.0
15430,56155,10.2,16.71,1.53,0.0,0.0
15431,56156,36.18,42.56,-2.92,0.0,0.0
15432,56157,12.43,-22.53,-2.57,0.0,0.0
15433,56158,9.86,70.99,20.34,0.0,0.0
15434,56159,3.81,4.87,-0.57,0.0,0.0
15435,56160,52.9,-1.14,2.35,0.0,0.0
15436,56161,10.57,9.42,7.74,0.0,0.0
15437,56162,21.69,-12.7,-11.59,0.0,0.0
15438,56164,15.77,15.51,1.11,0.0,0.0
15439,56165,9.38,20.52,-16.73,0.0,0.0
15440,56166,9.27,54.86,7.38,0.0,0.0
15441,56167,25.42,0.91,2.79,0.0,0.0
15442,56168,29.89,27.17,-4.6,0.0,0.0
15443,56169,25.03,4.18,2.15,0.0,0.0
15444,56170,14.17,32.57,-5.98,0.0,0.0
15445,56171,19.41,3.65,2.98,0.0,0.0
15446,56172,9.75,18.55,2.79,0.0,0.0
15447,56173,8.07,11.05,14.32,0.0,0.0
15448,56174,32.76,11.43,-10.03,0.0,0.0
15449,56175,15.29,14.18,-1.24,0.0,0.0
15450,56176,30.62,11.22,-3.33,0.0,0.0
15451,56177,23.88,5.19,-9.73,0.0,0.0
15452,56178,12.39,16.81,-4.0,0.0,0.0
15453,56180,30.17,13.72,4.11,0.0,0.0
15454,56181,25.62,9.51,3.2,0.0,0.0
15455,56183,32.5,2.96,-6.06,0.0,0.0
15456,56185,28.87,1.05,-4.13,0.0,0.0
15457,56186,16.86,61.36,0.69,0.0,0.0
15458,56187,15.5,22.62,-0.89,0.0,1.0
15459,56201,19.6,3.91,0.63,0.0,1.0
15460,56207,35.9,41.78,4.06,0.0,0.0
15461,56208,1.84,-10.31,-3.5,0.0,0.0
15462,56209,0.66,-5.58,3.84,0.0,0.0
15463,56210,-4.92,184.86,-40.0,0.0,0.0
15464,56211,-4.49,15.7,2.43,0.0,0.0
15465,56212,-3.46,1.05,-2.39,0.0,0.0
15466,56214,-1.31,19.4,3.66,0.0,0.0
15467,56215,5.28,16.02,0.97,0.0,0.0
15468,56216,17.94,14.16,6.41,0.0,0.0
15469,56218,35.32,43.71,19.7,0.0,0.0
15470,56219,61.29,110.0,15.29,0.0,0.0
15471,56220,9.04,4.61,3.61,0.0,0.0
15472,56221,-8.6,-0.84,-4.3,0.0,0.0
15473,56222,45.9,45.78,-4.53,0.0,0.0
15474,56223,17.02,8.56,-9.06,0.0,0.0
15475,56224,13.61,9.49,-4.21,0.0,0.0
15476,56225,20.08,49.25,-10.22,0.0,0.0
15477,56226,63.69,29.73,-6.58,0.0,0.0
15478,56227,42.4,-12.04,0.3,0.0,0.0
15479,56228,4.12,-13.04,-2.2,0.0,0.0
15480,56229,-4.29,3.36,1.71,0.0,0.0
15481,56230,4.39,11.61,1.35,0.0,0.0
15482,56231,27.75,6.55,-5.1,0.0,0.0
15483,56232,10.35,16.88,-2.94,0.0,0.0
15484,56235,50.89,0.1,-3.75,0.0,0.0
15485,56236,-14.68,-13.79,-19.19,0.0,0.0
15486,56237,12.63,-6.0,1.69,0.0,0.0
15487,56239,15.76,6.55,4.34,0.0,0.0
15488,56240,45.35,52.88,3.74,0.0,0.0
15489,56241,16.65,7.67,5.2,0.0,0.0
15490,56243,16.67,3.39,-4.15,0.0,0.0
15491,56244,13.48,47.41,0.4,0.0,0.0
15492,56245,31.24,9.11,0.8,0.0,0.0
15493,56248,10.21,-12.73,5.05,0.0,0.0
15494,56249,15.51,-29.45,1.95,0.0,0.0
15495,56251,4.27,1.57,3.96,0.0,0.0
15496,56252,24.05,14.65,4.5,0.0,0.0
15497,56253,28.05,7.34,-5.67,0.0,0.0
15498,56255,33.04,52.8,-9.24,0.0,0.0
15499,56256,2.51,15.48,0.6,0.0,0.0
15500,56257,24.78,51.62,14.27,0.0,0.0
15501,56258,13.19,2.2,3.42,0.0,1.0
15502,56260,23.13,-6.88,5.54,0.0,0.0
15503,56262,5.33,9.4,-0.68,0.0,0.0
15504,56263,46.55,30.22,-13.82,0.0,0.0
15505,56264,28.86,-2.48,3.34,0.0,0.0
15506,56265,10.72,9.71,-0.71,0.0,1.0
15507,56266,7.92,9.55,14.8,0.0,0.0
15508,56267,18.02,18.59,-0.26,0.0,0.0
15509,56270,-1.01,-3.34,7.62,0.0,0.0
15510,56271,18.49,2.37,6.25,0.0,0.0
15511,56273,16.54,7.07,-1.12,0.0,0.0
15512,56274,-2.68,126.72,23.31,0.0,0.0
15513,56276,42.73,8.09,2.44,0.0,0.0
15514,56277,35.84,20.66,-2.44,0.0,0.0
15515,56278,14.6,9.07,1.0,0.0,0.0
15516,56279,47.85,28.18,3.85,0.0,0.0
15517,56280,20.04,34.5,10.42,0.0,0.0
15518,56281,13.55,27.62,-0.04,0.0,0.0
15519,56282,4.45,11.72,-0.28,0.0,0.0
15520,56283,19.86,14.71,-4.58,0.0,1.0
15521,56284,17.88,0.34,1.04,0.0,0.0
15522,56285,44.54,6.02,-1.27,0.0,0.0
15523,56287,8.46,12.8,-17.85,0.0,0.0
15524,56288,19.26,8.37,1.34,0.0,0.0
15525,56289,16.04,27.45,4.26,0.0,0.0
15526,56291,25.62,9.49,7.37,0.0,0.0
15527,56292,30.86,14.11,-5.27,0.0,0.0
15528,56293,7.31,23.2,-3.47,0.0,0.0
15529,56294,-8.68,192.13,-17.11,0.0,0.0
15530,56295,49.05,15.74,-1.04,0.0,0.0
15531,56296,-3.3,12.83,-1.73,0.0,0.0
15532,56297,6.62,8.75,-11.77,0.0,0.0
15533,56301,9.6,-2.8,5.42,1.0,1.0
15534,56303,12.74,-1.29,2.17,0.0,0.0
15535,56304,28.05,-11.87,8.56,1.0,0.0
15536,56307,18.56,8.91,2.95,0.0,0.0
15537,56308,26.12,11.56,0.89,1.0,1.0
15538,56309,14.39,7.56,-2.93,0.0,0.0
15539,56310,17.57,0.7,3.9,0.0,0.0
15540,56311,45.88,-20.62,-8.19,0.0,0.0
15541,56312,25.75,14.79,3.12,0.0,0.0
15542,56313,39.4,20.48,-35.28,0.0,0.0
15543,56314,13.49,3.88,11.08,0.0,0.0
15544,56315,42.92,-5.79,-1.28,0.0,0.0
15545,56316,14.54,7.96,3.1,0.0,0.0
15546,56318,31.84,15.59,-2.51,0.0,0.0
15547,56319,33.66,11.35,7.59,0.0,0.0
15548,56320,5.68,9.26,4.64,0.0,0.0
15549,56321,15.05,10.15,30.8,0.0,0.0
15550,56323,23.63,5.83,-15.05,0.0,0.0
15551,56324,15.61,15.71,11.89,0.0,0.0
15552,56325,13.56,13.76,-3.18,0.0,0.0
15553,56326,23.33,2.12,4.51,0.0,0.0
15554,56327,51.35,55.47,-2.02,0.0,0.0
15555,56328,-34.27,-6.27,-16.26,0.0,0.0
15556,56329,23.54,3.67,-1.44,0.0,0.0
15557,56330,5.37,1.97,5.46,0.0,0.0
15558,56331,27.18,8.3,-0.42,0.0,0.0
15559,56332,11.64,25.39,1.8,0.0,0.0
15560,56334,27.67,13.51,4.1,0.0,0.0
15561,56335,9.92,-15.65,-15.59,0.0,0.0
15562,56336,5.42,8.45,11.42,0.0,0.0
15563,56338,24.22,2.96,1.05,0.0,0.0
15564,56339,42.32,12.8,-4.73,0.0,0.0
15565,56340,19.34,7.29,3.39,0.0,0.0
15566,56342,15.15,-6.31,4.49,0.0,0.0
15567,56343,16.23,4.05,5.33,0.0,0.0
15568,56345,22.02,7.63,2.56,0.0,1.0
15569,56347,9.34,4.46,-2.52,0.0,0.0
15570,56349,32.79,-22.3,1.74,0.0,0.0
15571,56350,31.55,0.33,-16.3,0.0,0.0
15572,56352,12.95,-3.43,2.24,0.0,0.0
15573,56353,17.55,-7.21,0.41,0.0,0.0
15574,56354,48.97,13.88,-2.9,0.0,0.0
15575,56355,7.25,4.33,21.91,0.0,0.0
15576,56356,-6.55,28.13,-8.43,0.0,0.0
15577,56357,26.56,8.4,1.35,0.0,0.0
15578,56358,28.72,8.21,7.27,0.0,0.0
15579,56359,18.0,-3.05,4.24,0.0,0.0
15580,56360,14.98,-2.2,8.97,0.0,0.0
15581,56361,34.18,2.76,-5.97,0.0,0.0
15582,56362,16.35,1.34,-1.63,0.0,0.0
15583,56363,7.62,-21.04,-7.32,0.0,0.0
15584,56364,22.02,10.24,2.17,0.0,0.0
15585,56367,24.19,5.95,0.7,0.0,0.0
15586,56368,13.33,4.36,4.54,0.0,0.0
15587,56369,13.08,13.94,37.54,0.0,0.0
15588,56371,46.62,-22.2,-14.5,0.0,0.0
15589,56373,12.96,7.8,4.28,0.0,0.0
15590,56374,2.86,4.5,0.56,0.0,0.0
15591,56375,11.98,9.09,-1.5,0.0,0.0
15592,56376,3.49,-0.4,-5.27,0.0,0.0
15593,56377,5.99,6.32,3.44,0.0,1.0
15594,56378,20.91,4.3,-3.11,0.0,1.0
15595,56379,-2.36,-0.06,6.24,0.0,0.0
15596,56381,16.82,6.76,-4.49,0.0,0.0
15597,56382,21.04,8.41,4.59,0.0,0.0
15598,56384,5.71,3.15,-10.27,0.0,0.0
15599,56385,-16.74,-8.23,4.08,0.0,0.0
15600,56386,8.63,9.56,9.42,0.0,0.0
15601,56387,4.09,0.65,-12.56,1.0,0.0
15602,56389,30.63,66.67,-16.52,0.0,0.0
15603,56401,24.71,3.67,2.73,0.0,0.0
15604,56425,12.4,5.85,7.84,2.0,1.0
15605,56431,5.55,-4.71,2.99,0.0,0.0
15606,56433,-3.51,-19.37,7.32,0.0,0.0
15607,56434,-1.23,-4.13,-27.38,0.0,0.0
15608,56435,19.54,-1.4,2.04,0.0,0.0
15609,56436,37.55,-20.89,77.89,0.0,0.0
15610,56437,36.68,-7.2,-9.03,0.0,0.0
15611,56438,28.34,7.74,-1.01,0.0,0.0
15612,56440,30.56,35.41,-2.56,0.0,0.0
15613,56441,27.81,-16.21,-5.83,0.0,0.0
15614,56442,-0.15,-16.55,7.29,0.0,0.0
15615,56443,25.38,8.76,-0.63,0.0,0.0
15616,56444,22.35,-8.21,5.03,0.0,0.0
15617,56446,-5.41,4.7,1.9,0.0,0.0
15618,56447,10.4,25.69,5.29,0.0,0.0
15619,56448,33.33,16.86,-7.66,0.0,0.0
15620,56449,23.01,3.22,5.59,0.0,0.0
15621,56450,23.99,-19.42,12.8,0.0,0.0
15622,56452,20.06,-5.57,3.29,0.0,0.0
15623,56453,-6.77,12.78,-8.33,0.0,0.0
15624,56455,14.6,-4.04,-3.52,0.0,0.0
15625,56456,8.34,136.15,20.76,0.0,0.0
15626,56458,47.22,9.11,-4.95,0.0,0.0
15627,56461,29.72,2.26,2.25,0.0,0.0
15628,56464,22.45,5.76,-7.07,0.0,0.0
15629,56465,26.44,-14.24,7.86,0.0,0.0
15630,56466,-1.14,-2.87,10.13,0.0,0.0
15631,56467,29.18,13.03,-2.26,0.0,0.0
15632,56468,16.44,8.41,4.02,0.0,0.0
15633,56469,21.98,-11.2,-4.61,0.0,0.0
15634,56470,18.6,10.03,0.0,0.0,1.0
15635,56472,20.56,4.38,-1.01,0.0,0.0
15636,56473,23.84,0.12,0.2,0.0,0.0
15637,56474,11.65,-2.02,-1.31,0.0,0.0
15638,56475,11.7,15.08,0.83,0.0,0.0
15639,56477,36.46,11.62,-2.45,0.0,0.0
15640,56479,21.06,8.78,13.2,0.0,0.0
15641,56481,22.87,11.66,-5.4,0.0,0.0
15642,56482,31.19,6.64,-0.59,0.0,1.0
15643,56484,1.87,0.5,-2.73,0.0,0.0
15644,56501,20.84,16.6,-2.53,0.0,1.0
15645,56510,21.93,22.66,-2.19,0.0,0.0
15646,56511,15.02,-4.19,1.75,0.0,0.0
15647,56514,31.38,27.71,0.46,0.0,0.0
15648,56515,29.98,33.08,3.04,0.0,0.0
15649,56516,65.18,26.67,3.71,0.0,0.0
15650,56517,4.55,10.2,7.75,0.0,0.0
15651,56518,4.57,48.97,-7.34,0.0,0.0
15652,56519,8.15,-17.06,-5.0,0.0,0.0
15653,56520,-8.25,15.76,1.68,0.0,0.0
15654,56521,32.48,-1.39,0.8,0.0,0.0
15655,56522,16.59,-3.26,13.71,0.0,0.0
15656,56523,29.84,84.69,7.39,0.0,0.0
15657,56524,14.87,21.25,9.34,0.0,0.0
15658,56525,1.06,25.0,1.02,0.0,0.0
15659,56527,2.13,-12.61,-7.8,0.0,0.0
15660,56528,39.26,21.8,-3.7,0.0,0.0
15661,56529,35.19,18.06,6.14,0.0,1.0
15662,56531,40.76,-5.27,1.56,0.0,0.0
15663,56533,52.97,27.74,2.2,0.0,0.0
15664,56534,28.95,32.1,-5.51,0.0,0.0
15665,56535,15.71,26.22,14.76,0.0,0.0
15666,56536,5.55,35.04,14.58,0.0,0.0
15667,56537,21.62,10.56,4.41,0.0,1.0
15668,56540,15.75,25.13,-4.7,0.0,0.0
15669,56541,214.83,-26.39,-49.79,0.0,0.0
15670,56542,23.35,31.58,-0.43,0.0,0.0
15671,56543,25.86,65.5,-5.12,0.0,0.0
15672,56544,36.09,9.66,2.21,0.0,0.0
15673,56545,30.41,37.74,-12.16,0.0,0.0
15674,56546,1.67,59.98,17.9,0.0,0.0
15675,56547,31.43,17.07,3.37,0.0,0.0
15676,56548,18.79,20.48,3.65,0.0,0.0
15677,56549,31.85,29.76,-4.11,0.0,0.0
15678,56550,-3.85,-17.1,-3.41,0.0,0.0
15679,56551,20.9,3.82,-2.95,0.0,0.0
15680,56552,4.08,14.99,-2.25,0.0,0.0
15681,56553,13.1,33.91,8.43,0.0,0.0
15682,56554,24.14,23.48,-1.32,0.0,0.0
15683,56556,28.03,5.47,-4.23,0.0,0.0
15684,56557,8.78,-4.37,-4.17,0.0,0.0
15685,56560,25.77,22.58,2.65,2.0,0.0
15686,56565,43.54,332.36,22.05,0.0,0.0
15687,56566,40.0,57.23,0.43,0.0,0.0
15688,56567,21.56,2.7,-8.76,0.0,0.0
15689,56568,100.96,230.94,2.45,0.0,0.0
15690,56569,7.78,-2.98,12.88,0.0,0.0
15691,56570,25.36,0.34,8.44,0.0,0.0
15692,56571,46.49,11.2,1.99,0.0,0.0
15693,56572,38.98,36.12,-2.39,0.0,0.0
15694,56573,27.0,5.88,-2.46,0.0,0.0
15695,56574,23.6,23.29,6.41,0.0,0.0
15696,56575,42.51,6.94,-1.94,0.0,0.0
15697,56576,20.65,-2.79,-13.07,0.0,0.0
15698,56577,-38.27,10.15,0.0,0.0,0.0
15699,56578,45.03,23.88,3.82,0.0,0.0
15700,56579,23.09,-6.89,11.11,0.0,0.0
15701,56580,14.46,18.97,1.44,0.0,0.0
15702,56581,37.58,2.46,37.6,0.0,0.0
15703,56583,56.59,30.43,-17.62,0.0,0.0
15704,56584,50.75,11.92,2.23,0.0,0.0
15705,56585,27.23,11.49,-2.38,0.0,0.0
15706,56586,15.94,13.84,1.07,0.0,0.0
15707,56587,12.02,20.63,-4.04,0.0,0.0
15708,56588,46.77,50.97,0.89,0.0,0.0
15709,56589,22.17,4.0,-2.9,0.0,0.0
15710,56590,-21.46,-6.62,-18.52,0.0,0.0
15711,56591,-12.02,97.84,-3.35,0.0,0.0
15712,56592,7.14,15.15,-2.55,0.0,0.0
15713,56593,219.09,153.67,235.59,0.0,0.0
15714,56594,19.96,27.29,-11.7,0.0,0.0
15715,56601,4.96,7.74,-0.02,0.0,1.0
15716,56621,19.3,1.22,-5.26,0.0,0.0
15717,56623,4.07,27.71,1.91,0.0,0.0
15718,56626,7.82,4.77,63.04,0.0,0.0
15719,56627,-2.79,-18.61,-10.83,0.0,0.0
15720,56628,-0.71,-10.78,-3.15,0.0,0.0
15721,56629,39.55,42.86,-9.63,0.0,0.0
15722,56630,15.07,-17.11,3.36,0.0,0.0
15723,56633,19.34,5.13,-5.43,0.0,0.0
15724,56634,10.16,13.3,6.77,0.0,0.0
15725,56636,26.0,9.0,6.68,0.0,0.0
15726,56637,72.55,-20.17,16.82,0.0,0.0
15727,56639,6.67,39.89,-3.66,0.0,0.0
15728,56641,42.64,53.6,11.29,0.0,0.0
15729,56644,22.49,-4.23,-3.73,0.0,0.0
15730,56646,-1.87,25.78,-24.2,0.0,0.0
15731,56647,4.5,4.99,-0.7,0.0,0.0
15732,56649,16.64,4.42,4.27,0.0,0.0
15733,56650,7.49,5.15,7.03,0.0,0.0
15734,56651,33.19,32.75,4.98,0.0,0.0
15735,56652,55.36,4.56,2.43,0.0,0.0
15736,56653,7.32,-0.53,6.75,0.0,0.0
15737,56654,55.41,2.54,28.22,0.0,0.0
15738,56655,9.44,-12.02,-0.34,0.0,0.0
15739,56657,-17.31,-16.6,1.05,0.0,0.0
15740,56658,15.05,10.15,5.35,0.0,0.0
15741,56659,31.08,-54.81,-13.64,0.0,0.0
15742,56660,68.17,64.95,11.08,0.0,0.0
15743,56661,-2.89,-12.8,-5.87,0.0,0.0
15744,56662,28.03,9.28,2.91,0.0,0.0
15745,56663,73.06,-39.48,-14.33,0.0,0.0
15746,56666,40.85,-48.37,10.5,0.0,0.0
15747,56667,46.1,40.27,-5.92,0.0,0.0
15748,56668,50.61,36.98,4.36,0.0,0.0
15749,56669,-1.5,2.53,-3.38,0.0,0.0
15750,56670,21.93,-44.3,8.04,0.0,0.0
15751,56671,13.6,-25.23,-7.49,0.0,0.0
15752,56672,19.01,-7.1,-2.47,0.0,0.0
15753,56673,10.18,56.43,7.41,0.0,0.0
15754,56676,24.89,22.83,4.44,0.0,0.0
15755,56678,30.2,9.84,13.43,0.0,0.0
15756,56680,11.7,36.79,-0.91,0.0,0.0
15757,56681,65.02,67.67,3.96,0.0,0.0
15758,56683,31.11,-4.61,3.44,0.0,0.0
15759,56684,-2.48,-16.23,-10.09,0.0,0.0
15760,56685,78.88,-42.75,-4.3,0.0,0.0
15761,56686,57.81,-52.52,-6.91,0.0,0.0
15762,56687,-33.33,7.69,5.94,0.0,0.0
15763,56688,57.56,-30.32,2.0,0.0,0.0
15764,56701,30.85,45.85,0.78,0.0,1.0
15765,56710,-0.74,0.4,4.7,0.0,0.0
