,Median Household Income,Zip,Median Home Value,Have Bachelors+,Total Population,% Bachelors+
6987,95456.0,21044,391200.0,28939.0,41314.0,70.05
6988,90194.0,21045,358800.0,26269.0,39407.0,66.66
6989,98740.0,21046,393700.0,10785.0,15832.0,68.12
6990,103429.0,21047,414700.0,8251.0,11786.0,70.01
6991,87234.0,21048,366500.0,7785.0,11174.0,69.67
6992,89394.0,21050,357800.0,12395.0,18550.0,66.82
6993,92917.0,21051,356100.0,207.0,305.0,67.87
6994,74286.0,21052,317900.0,168.0,220.0,76.36
6995,74808.0,21053,418000.0,2052.0,3133.0,65.5
6996,114432.0,21054,447000.0,6384.0,8967.0,71.19
6997,250001.0,21056,1000001.0,145.0,182.0,79.67
6998,84779.0,21057,469800.0,2806.0,3967.0,70.73
6999,62149.0,21060,260900.0,19391.0,27207.0,71.27
7000,61042.0,21061,269300.0,35027.0,52919.0,66.19
7001,65625.0,21071,382500.0,203.0,247.0,82.19
7002,79122.0,21074,290400.0,9945.0,14685.0,67.72
7003,85773.0,21075,345500.0,16774.0,25719.0,65.22
7004,108616.0,21076,378500.0,8640.0,12577.0,68.7
7005,51591.0,21077,304200.0,44.0,44.0,100.0
7006,65526.0,21078,278700.0,12865.0,18215.0,70.63
7007,69300.0,21082,440200.0,369.0,533.0,69.23
7008,90346.0,21084,371800.0,5443.0,7968.0,68.31
7009,74858.0,21085,273300.0,11851.0,16957.0,69.89
7010,90893.0,21087,429400.0,3924.0,5476.0,71.66
7011,78320.0,21090,310400.0,6793.0,9986.0,68.03
7012,81680.0,21093,362200.0,26500.0,36266.0,73.07
7013,79905.0,21102,321800.0,7780.0,11219.0,69.35
7014,130707.0,21104,510100.0,3344.0,5348.0,62.53
7015,59750.0,21105,-666666666.0,39.0,39.0,100.0
7016,103906.0,21108,416400.0,11952.0,17471.0,68.41
7017,115435.0,21111,616800.0,3488.0,5095.0,68.46
7018,90358.0,21113,334200.0,19720.0,30127.0,65.46
7019,101986.0,21114,379700.0,16923.0,26011.0,65.06
7020,77021.0,21117,297600.0,36550.0,54188.0,67.45
7021,105164.0,21120,451100.0,4756.0,6952.0,68.41
7022,89292.0,21122,335900.0,40277.0,59248.0,67.98
7023,92232.0,21128,351600.0,9271.0,13459.0,68.88
7024,63108.0,21130,251600.0,122.0,223.0,54.71
7025,115833.0,21131,596200.0,4850.0,7603.0,63.79
7026,94340.0,21132,402400.0,1760.0,2603.0,67.61
7027,71705.0,21133,259900.0,19477.0,28779.0,67.68
7028,72840.0,21136,310700.0,22794.0,34895.0,65.32
7029,112896.0,21140,441400.0,2615.0,3774.0,69.29
7030,95872.0,21144,364500.0,20351.0,31017.0,65.61
7031,114940.0,21146,486300.0,17942.0,26791.0,66.97
7032,104806.0,21152,387200.0,4398.0,6495.0,67.71
7033,177685.0,21153,1000001.0,264.0,399.0,66.17
7034,99844.0,21154,379900.0,4713.0,6684.0,70.51
7035,47344.0,21155,362300.0,1674.0,2491.0,67.2
7036,53750.0,21156,308300.0,201.0,302.0,66.56
7037,74013.0,21157,325500.0,24341.0,37020.0,65.75
7038,79163.0,21158,323700.0,13040.0,19573.0,66.62
7039,57857.0,21160,314100.0,1419.0,1994.0,71.16
7040,83705.0,21161,383500.0,4015.0,6283.0,63.9
7041,67639.0,21162,366800.0,2457.0,3216.0,76.4
7042,127862.0,21163,483300.0,4490.0,6989.0,64.24
7043,27126.0,21201,234800.0,10703.0,15844.0,67.55
7044,32344.0,21202,213200.0,14689.0,21652.0,67.84
7045,67278.0,21204,451400.0,11832.0,19502.0,60.67
7046,26166.0,21205,69200.0,9961.0,16549.0,60.19
7047,47472.0,21206,169000.0,33506.0,51179.0,65.47
7048,49162.0,21207,209900.0,32815.0,50049.0,65.57
7049,70460.0,21208,281500.0,23373.0,31850.0,73.38
7050,70957.0,21209,304500.0,18378.0,27283.0,67.36
7051,92625.0,21210,456000.0,8079.0,14378.0,56.19
7052,50585.0,21211,201200.0,13339.0,17143.0,77.81
7053,64931.0,21212,285700.0,22039.0,33542.0,65.71
7054,34499.0,21213,114000.0,20432.0,31155.0,65.58
7055,57776.0,21214,198000.0,14094.0,20069.0,70.23
7056,35620.0,21215,140900.0,42906.0,64937.0,66.07
7057,31018.0,21216,109900.0,18223.0,26502.0,68.76
7058,24735.0,21217,114500.0,23324.0,39234.0,59.45
7059,36652.0,21218,165800.0,31560.0,50900.0,62.0
7060,59759.0,21219,272100.0,6738.0,9452.0,71.29
7061,58533.0,21220,211400.0,26756.0,38702.0,69.13
7062,50459.0,21221,216100.0,27408.0,41114.0,66.66
7063,46421.0,21222,167200.0,37991.0,54967.0,69.12
7064,26043.0,21223,86700.0,16366.0,25819.0,63.39
7065,51508.0,21224,184600.0,32722.0,45912.0,71.27
7066,36405.0,21225,177600.0,20840.0,34825.0,59.84
7067,63369.0,21226,257700.0,4950.0,7089.0,69.83
7068,54632.0,21227,234600.0,22283.0,34676.0,64.26
7069,70893.0,21228,308000.0,33611.0,46709.0,71.96
7070,43159.0,21229,146600.0,30645.0,46680.0,65.65
7071,61324.0,21230,237200.0,23505.0,32631.0,72.03
7072,49788.0,21231,285400.0,11507.0,16415.0,70.1
7073,58488.0,21234,225100.0,48008.0,67712.0,70.9
7074,69508.0,21236,256100.0,26449.0,38117.0,69.39
7075,61027.0,21237,237500.0,20852.0,29470.0,70.76
7076,51202.0,21239,163100.0,18580.0,29183.0,63.67
7077,-666666666.0,21240,-666666666.0,0.0,0.0,
7078,58863.0,21244,235100.0,22742.0,35633.0,63.82
7079,-666666666.0,21250,-666666666.0,17.0,3392.0,0.5
7080,-666666666.0,21251,-666666666.0,7.0,834.0,0.84
7081,-666666666.0,21252,-666666666.0,20.0,2743.0,0.73
7082,73007.0,21286,333300.0,13264.0,19486.0,68.07
7083,84636.0,21401,442100.0,26999.0,36661.0,73.65
7084,107782.0,21402,-666666666.0,929.0,6064.0,15.32
7085,83848.0,21403,458800.0,22055.0,29312.0,75.24
7086,169766.0,21405,966100.0,280.0,420.0,66.67
7087,103849.0,21409,423100.0,13000.0,19081.0,68.13
7088,38398.0,21502,122400.0,31824.0,43694.0,72.83
7089,52803.0,21520,200000.0,1456.0,2128.0,68.42
7090,38063.0,21521,93100.0,870.0,1304.0,66.72
7091,32232.0,21522,97500.0,96.0,232.0,41.38
7092,24609.0,21523,81900.0,232.0,382.0,60.73
7093,30833.0,21524,187000.0,402.0,653.0,61.56
7094,52685.0,21529,132900.0,311.0,420.0,74.05
7095,42266.0,21530,161900.0,1152.0,1607.0,71.69
7096,39280.0,21531,163100.0,1761.0,2349.0,74.97
7097,38043.0,21532,139800.0,9238.0,15556.0,59.39
7098,47802.0,21536,154600.0,2753.0,4035.0,68.23
7099,38625.0,21538,72900.0,455.0,747.0,60.91
7100,37893.0,21539,96700.0,2017.0,2977.0,67.75
7101,23750.0,21540,32100.0,53.0,98.0,54.08
7102,36750.0,21541,282400.0,960.0,1267.0,75.77
7103,39833.0,21542,76800.0,375.0,520.0,72.12
7104,50375.0,21543,121300.0,109.0,109.0,100.0
7105,53151.0,21545,110700.0,1362.0,2013.0,67.66
7106,41773.0,21550,167700.0,9902.0,14123.0,70.11
7107,56143.0,21555,172800.0,1165.0,1801.0,64.69
7108,47847.0,21557,135300.0,1510.0,2327.0,64.89
7109,55046.0,21561,197600.0,1935.0,2655.0,72.88
7110,37679.0,21562,85500.0,2141.0,3229.0,66.31
7111,62162.0,21601,333500.0,16786.0,23348.0,71.89
7112,69358.0,21607,321600.0,416.0,692.0,60.12
7113,80833.0,21610,266100.0,314.0,457.0,68.71
7114,91290.0,21612,394400.0,272.0,325.0,83.69
7115,42265.0,21613,208900.0,12260.0,17495.0,70.08
7116,88886.0,21617,405400.0,6714.0,9748.0,68.88
7117,75380.0,21619,342200.0,4468.0,6209.0,71.96
7118,52572.0,21620,274500.0,8124.0,12204.0,66.57
7119,31750.0,21622,196100.0,510.0,686.0,74.34
7120,69076.0,21623,358600.0,1312.0,1847.0,71.03
7121,51726.0,21624,326900.0,136.0,136.0,100.0
7122,65236.0,21625,326700.0,1735.0,2389.0,72.62
7123,43375.0,21626,108800.0,88.0,98.0,89.8
7124,78333.0,21627,86700.0,25.0,44.0,56.82
7125,70612.0,21628,284100.0,247.0,283.0,87.28
7126,69341.0,21629,255800.0,6015.0,9413.0,63.9
7127,69657.0,21631,270100.0,1812.0,2526.0,71.73
7128,39821.0,21632,203600.0,3986.0,5896.0,67.61
7129,75313.0,21634,291700.0,270.0,331.0,81.57
7130,62717.0,21635,286800.0,1563.0,1963.0,79.62
7131,76522.0,21636,301300.0,1122.0,1580.0,71.01
7132,89078.0,21638,415100.0,3537.0,4881.0,72.46
7133,68578.0,21639,213400.0,2868.0,4546.0,63.09
7134,42038.0,21640,240400.0,1016.0,1428.0,71.15
7135,73750.0,21641,254200.0,32.0,41.0,78.05
7136,49920.0,21643,189100.0,3828.0,5621.0,68.1
7137,81250.0,21644,337500.0,66.0,116.0,56.9
7138,62807.0,21645,257100.0,928.0,1440.0,64.44
7139,38668.0,21647,375000.0,410.0,421.0,97.39
7140,68750.0,21648,232900.0,247.0,312.0,79.17
7141,64402.0,21649,198100.0,1330.0,1951.0,68.17
7142,107727.0,21650,217400.0,176.0,374.0,47.06
7143,56604.0,21651,236400.0,1924.0,3005.0,64.03
7144,62813.0,21652,462500.0,87.0,93.0,93.55
7145,14600.0,21653,275000.0,71.0,73.0,97.26
7146,63918.0,21654,679000.0,898.0,1122.0,80.04
7147,60855.0,21655,231500.0,3483.0,5030.0,69.24
7148,66591.0,21657,310400.0,472.0,785.0,60.13
7149,102623.0,21658,440700.0,2721.0,3923.0,69.36
7150,47695.0,21659,211000.0,1164.0,1742.0,66.82
7151,61778.0,21660,262100.0,2733.0,4045.0,67.56
7152,45036.0,21661,280400.0,1899.0,2547.0,74.56
7153,69292.0,21662,327800.0,506.0,837.0,60.45
7154,64609.0,21663,527800.0,2863.0,3506.0,81.66
7155,51042.0,21664,173500.0,427.0,652.0,65.49
7156,56806.0,21665,546900.0,194.0,249.0,77.91
7157,94688.0,21666,392100.0,8249.0,12431.0,66.36
7158,82417.0,21667,332100.0,213.0,227.0,93.83
7159,56604.0,21668,232100.0,1019.0,1568.0,64.99
7160,80230.0,21669,166800.0,170.0,170.0,100.0
7161,62266.0,21671,354800.0,647.0,780.0,82.95
7162,33214.0,21672,85100.0,184.0,190.0,96.84
7163,67361.0,21673,297300.0,2336.0,3306.0,70.66
7164,18542.0,21675,508900.0,49.0,49.0,100.0
7165,48036.0,21676,608800.0,382.0,405.0,94.32
7166,57500.0,21677,283300.0,311.0,455.0,68.35
7167,51071.0,21678,206000.0,1969.0,2627.0,74.95
7168,88523.0,21679,295000.0,373.0,547.0,68.19
7169,70270.0,21701,314200.0,25270.0,36273.0,69.67
7170,73574.0,21702,303100.0,25507.0,38131.0,66.89
7171,74308.0,21703,276100.0,20516.0,32445.0,63.23
7172,111881.0,21704,423200.0,7837.0,12778.0,61.33
7173,-666666666.0,21705,-666666666.0,2.0,2.0,100.0
7174,88622.0,21710,442800.0,3413.0,4991.0,68.38
7175,78000.0,21711,248900.0,643.0,936.0,68.7
7176,73722.0,21713,266200.0,6864.0,9663.0,71.03
7177,-666666666.0,21714,-666666666.0,0.0,0.0,
7178,55943.0,21716,222800.0,3053.0,4631.0,65.93
7179,-666666666.0,21717,-666666666.0,0.0,0.0,
7180,80625.0,21718,345500.0,126.0,177.0,71.19
7181,56250.0,21719,229200.0,970.0,1324.0,73.26
7182,65712.0,21722,264100.0,3733.0,5527.0,67.54
7183,99883.0,21723,490700.0,571.0,821.0,69.55
7184,47773.0,21727,243800.0,2970.0,5808.0,51.14
7185,88966.0,21733,244500.0,854.0,1223.0,69.83
7186,37917.0,21734,204600.0,784.0,1058.0,74.1
7187,155833.0,21737,760900.0,616.0,940.0,65.53
7188,160912.0,21738,694500.0,2135.0,3428.0,62.28
7189,42004.0,21740,191600.0,41019.0,60369.0,67.95
7190,62968.0,21742,253400.0,21737.0,32189.0,67.53
7191,-666666666.0,21746,-666666666.0,1820.0,2312.0,78.72
7192,44659.0,21750,159800.0,2668.0,3923.0,68.01
7193,133364.0,21754,462400.0,3990.0,5870.0,67.97
7194,99930.0,21755,392900.0,3800.0,5537.0,68.63
7195,74458.0,21756,320200.0,2171.0,3360.0,64.61
7196,64243.0,21757,294500.0,1958.0,2871.0,68.2
7197,91431.0,21758,298700.0,3539.0,5426.0,65.22
7198,23824.0,21762,194100.0,52.0,74.0,70.27
7199,51806.0,21766,157000.0,560.0,690.0,81.16
7200,32455.0,21767,206300.0,688.0,1229.0,55.98
7201,103462.0,21769,381100.0,7273.0,10461.0,69.52
7202,105439.0,21770,423700.0,3893.0,5932.0,65.63
7203,109862.0,21771,432100.0,18505.0,28896.0,64.04
7204,88098.0,21773,383400.0,3760.0,5752.0,65.37
7205,108908.0,21774,359600.0,7238.0,11272.0,64.21
7206,88973.0,21776,361200.0,3651.0,5286.0,69.07
7207,112212.0,21777,297300.0,1006.0,1466.0,68.62
7208,70833.0,21778,277100.0,807.0,1333.0,60.54
7209,63821.0,21779,354900.0,722.0,935.0,77.22
7210,73438.0,21780,247900.0,1229.0,1906.0,64.48
7211,-666666666.0,21781,-666666666.0,1.0,30.0,3.33
7212,61809.0,21782,242500.0,3161.0,4437.0,71.24
7213,70714.0,21783,273400.0,5769.0,8810.0,65.48
7214,100172.0,21784,385800.0,25838.0,38965.0,66.31
7215,69244.0,21787,281600.0,7518.0,11238.0,66.9
7216,73246.0,21788,282600.0,7675.0,11108.0,69.09
7217,-666666666.0,21790,-666666666.0,20.0,20.0,100.0
7218,86399.0,21791,335700.0,3710.0,5533.0,67.05
7219,80195.0,21793,298300.0,6473.0,9956.0,65.02
7220,163906.0,21794,736900.0,1387.0,2099.0,66.08
7221,52237.0,21795,211400.0,6259.0,8530.0,73.38
7222,115000.0,21797,568400.0,5305.0,7989.0,66.4
7223,76458.0,21798,333700.0,1593.0,2315.0,68.81
7224,53888.0,21801,221000.0,17960.0,30680.0,58.54
7225,-666666666.0,21802,-666666666.0,14.0,27.0,51.85
7226,49534.0,21804,186800.0,23541.0,36816.0,63.94
7227,95586.0,21810,239600.0,241.0,413.0,58.35
7228,63965.0,21811,294800.0,16895.0,21286.0,79.37
7229,80153.0,21813,400900.0,2000.0,2714.0,73.69
7230,24607.0,21814,189600.0,445.0,531.0,83.8
7231,42837.0,21817,157500.0,3445.0,5138.0,67.05
7232,40938.0,21821,191300.0,751.0,928.0,80.93
7233,53015.0,21822,170500.0,1317.0,1907.0,69.06
7234,25833.0,21824,157100.0,120.0,155.0,77.42
7235,53559.0,21826,168300.0,2887.0,4689.0,61.57
7236,42807.0,21829,173400.0,529.0,943.0,56.1
7237,58902.0,21830,217500.0,2316.0,3387.0,68.38
7238,45402.0,21835,107200.0,411.0,653.0,62.94
7239,66452.0,21837,171900.0,1836.0,2651.0,69.26
7240,58274.0,21838,167600.0,1255.0,1710.0,73.39
7241,46875.0,21840,256300.0,177.0,189.0,93.65
7242,53487.0,21841,229800.0,667.0,1031.0,64.69
7243,55689.0,21842,366600.0,9035.0,11408.0,79.2
7244,53235.0,21849,181800.0,2534.0,4154.0,61.0
7245,51648.0,21850,190300.0,2041.0,2785.0,73.29
7246,37480.0,21851,154200.0,4650.0,7222.0,64.39
7247,39735.0,21853,165800.0,5530.0,10925.0,50.62
7248,52583.0,21856,259900.0,696.0,1037.0,67.12
7249,44375.0,21861,174300.0,601.0,948.0,63.4
7250,59091.0,21862,205900.0,200.0,200.0,100.0
7251,48197.0,21863,206000.0,3668.0,5306.0,69.13
7252,63125.0,21864,166700.0,480.0,725.0,66.21
7253,24637.0,21865,316700.0,394.0,464.0,84.91
7254,33125.0,21866,74500.0,51.0,51.0,100.0
7255,-666666666.0,21867,-666666666.0,15.0,15.0,100.0
7256,48917.0,21869,138200.0,565.0,758.0,74.54
7257,51635.0,21871,163500.0,2477.0,3093.0,80.08
7258,66042.0,21872,253500.0,457.0,606.0,75.41
7259,64844.0,21874,178300.0,1548.0,2250.0,68.8
7260,48065.0,21875,175400.0,4282.0,6542.0,65.45
7261,-666666666.0,21890,-666666666.0,2098.0,2696.0,77.82
7262,61595.0,21901,250100.0,9959.0,15584.0,63.91
7263,-666666666.0,21902,-666666666.0,109.0,115.0,94.78
7264,64122.0,21903,275200.0,3570.0,5660.0,63.07
7265,62137.0,21904,227400.0,5028.0,7465.0,67.35
7266,68413.0,21911,275200.0,8016.0,11790.0,67.99
7267,51724.0,21912,270500.0,812.0,1428.0,56.86
7268,50500.0,21913,203800.0,317.0,464.0,68.32
7269,57266.0,21914,230500.0,481.0,599.0,80.3
7270,73611.0,21915,299100.0,2240.0,2764.0,81.04
7271,-666666666.0,21916,-666666666.0,28.0,28.0,100.0
7272,83664.0,21917,275000.0,1623.0,2662.0,60.97
7273,86278.0,21918,259000.0,3030.0,4633.0,65.4
7274,53500.0,21919,276500.0,2730.0,3693.0,73.92
7275,48606.0,21920,78600.0,91.0,113.0,80.53
7276,67921.0,21921,261600.0,28098.0,43617.0,64.42
7277,2499.0,21930,343300.0,101.0,101.0,100.0
7278,92948.0,22003,486600.0,38135.0,55520.0,68.69
7279,119250.0,22015,463700.0,28385.0,43116.0,65.83
7280,116510.0,22025,367700.0,11575.0,17879.0,64.74
7281,75575.0,22026,290100.0,8172.0,14677.0,55.68
7282,198889.0,22027,761200.0,1929.0,2514.0,76.73
7283,99845.0,22030,497900.0,33993.0,53251.0,63.84
7284,106598.0,22031,484600.0,20947.0,30021.0,69.77
7285,125258.0,22032,502100.0,20091.0,29846.0,67.32
7286,102508.0,22033,435900.0,25619.0,36328.0,70.52
7287,-666666666.0,22035,-666666666.0,0.0,0.0,
7288,192250.0,22039,803800.0,12703.0,19301.0,65.82
7289,74565.0,22041,351400.0,17500.0,26116.0,67.01
7290,88678.0,22042,439200.0,22231.0,30768.0,72.25
7291,101787.0,22043,509500.0,16525.0,23627.0,69.94
7292,78958.0,22044,523600.0,9618.0,13190.0,72.92
7293,121622.0,22046,624000.0,10366.0,15457.0,67.06
7294,77008.0,22060,601800.0,4966.0,9188.0,54.05
7295,194565.0,22066,983100.0,12491.0,19579.0,63.8
7296,89654.0,22079,426700.0,20832.0,32380.0,64.34
7297,167561.0,22101,881600.0,20097.0,29142.0,68.96
7298,111600.0,22102,773100.0,15118.0,20157.0,75.0
7299,158042.0,22124,699600.0,12043.0,17599.0,68.43
7300,94107.0,22125,348600.0,445.0,516.0,86.24
7301,55525.0,22134,221100.0,2913.0,8251.0,35.3
7302,86388.0,22150,409600.0,19009.0,27594.0,68.89
7303,96609.0,22151,422400.0,12303.0,17834.0,68.99
7304,111003.0,22152,437700.0,19370.0,28102.0,68.93
7305,133820.0,22153,488000.0,21327.0,32026.0,66.59
7306,60667.0,22172,370700.0,5400.0,8319.0,64.91
7307,120955.0,22180,586800.0,16559.0,23914.0,69.24
7308,156264.0,22181,673000.0,10130.0,14278.0,70.95
7309,161652.0,22182,739000.0,17340.0,25004.0,69.35
7310,-666666666.0,22185,-666666666.0,0.0,0.0,
7311,77143.0,22191,283100.0,34741.0,56615.0,61.36
7312,96068.0,22192,329600.0,33887.0,51060.0,66.37
7313,89059.0,22193,301900.0,43588.0,71016.0,61.38
7314,105976.0,22201,606200.0,25875.0,32403.0,79.85
7315,103761.0,22202,585400.0,15763.0,19290.0,81.72
7316,94736.0,22203,526300.0,16379.0,21070.0,77.74
7317,71792.0,22204,434200.0,34063.0,48247.0,70.6
7318,137524.0,22205,666400.0,11537.0,17081.0,67.54
7319,91112.0,22206,397300.0,14712.0,18774.0,78.36
7320,156600.0,22207,784600.0,21601.0,31253.0,69.12
7321,93343.0,22209,484000.0,9106.0,11122.0,81.87
7322,119931.0,22211,-666666666.0,170.0,841.0,20.21
7323,139500.0,22213,610300.0,2258.0,3206.0,70.43
7324,-666666666.0,22214,-666666666.0,39.0,135.0,28.89
7325,115739.0,22301,632500.0,8250.0,11425.0,72.21
7326,88291.0,22302,407700.0,13026.0,16939.0,76.9
7327,76960.0,22303,349600.0,9889.0,12141.0,81.45
7328,73460.0,22304,366500.0,32705.0,43956.0,74.4
7329,70145.0,22305,478300.0,9897.0,13379.0,73.97
7330,63042.0,22306,384100.0,20656.0,31108.0,66.4
7331,96857.0,22307,469000.0,7506.0,10210.0,73.52
7332,153292.0,22308,630900.0,8695.0,13040.0,66.68
7333,81234.0,22309,405500.0,20448.0,31249.0,65.44
7334,99452.0,22310,419400.0,20257.0,28835.0,70.25
7335,65700.0,22311,471000.0,12570.0,16770.0,74.96
7336,76088.0,22312,426900.0,19631.0,28143.0,69.75
7337,111916.0,22314,632900.0,23212.0,28944.0,80.2
7338,118545.0,22315,448700.0,18349.0,26171.0,70.11
7339,44498.0,22401,333000.0,13793.0,24015.0,57.43
7340,84790.0,22405,297000.0,18981.0,29081.0,65.27
7341,79333.0,22406,345200.0,12722.0,19945.0,63.79
7342,78705.0,22407,287500.0,35029.0,55968.0,62.59
7343,82453.0,22408,279600.0,17120.0,26982.0,63.45
7344,43021.0,22427,218900.0,2156.0,3397.0,63.47
7345,55214.0,22432,109200.0,219.0,295.0,74.24
7346,40673.0,22433,388500.0,118.0,147.0,80.27
7347,37730.0,22435,153700.0,1537.0,2102.0,73.12
7348,51250.0,22436,209000.0,537.0,807.0,66.54
7349,46146.0,22437,135500.0,800.0,1066.0,75.05
7350,25985.0,22438,153900.0,176.0,215.0,81.86
7351,48463.0,22443,192600.0,6161.0,8341.0,73.86
7352,52273.0,22448,-666666666.0,451.0,1001.0,45.05
7353,42882.0,22454,172400.0,1349.0,1878.0,71.83
7354,41989.0,22460,152300.0,1394.0,1761.0,79.16
7355,49119.0,22469,123100.0,1143.0,1712.0,66.76
7356,51376.0,22473,222700.0,4074.0,5450.0,74.75
7357,50046.0,22476,179000.0,285.0,429.0,66.43
7358,50417.0,22480,330800.0,789.0,872.0,90.48
7359,42827.0,22482,222200.0,2513.0,3251.0,77.3
7360,83800.0,22485,289800.0,14602.0,22320.0,65.42
7361,55625.0,22488,158700.0,737.0,1025.0,71.9
7362,45683.0,22503,257500.0,3298.0,4110.0,80.24
7363,17446.0,22504,263900.0,214.0,214.0,100.0
7364,74037.0,22508,277500.0,9306.0,12862.0,72.35
7365,-666666666.0,22509,-666666666.0,0.0,0.0,
7366,58527.0,22511,316000.0,1114.0,1362.0,81.79
7367,61250.0,22514,177700.0,1762.0,2423.0,72.72
7368,56856.0,22520,219700.0,4033.0,5609.0,71.9
7369,43056.0,22529,135100.0,369.0,406.0,90.89
7370,46935.0,22530,439500.0,181.0,181.0,100.0
7371,56288.0,22534,190500.0,1529.0,2391.0,63.95
7372,94286.0,22535,308800.0,357.0,398.0,89.7
7373,50625.0,22538,187500.0,185.0,247.0,74.9
7374,58972.0,22539,370300.0,1634.0,2023.0,80.77
7375,59934.0,22542,247000.0,985.0,1494.0,65.93
7376,65206.0,22546,212200.0,10531.0,16300.0,64.61
7377,-666666666.0,22548,-666666666.0,25.0,25.0,100.0
7378,68296.0,22551,251500.0,11889.0,18094.0,65.71
7379,89818.0,22553,339100.0,8063.0,12604.0,63.97
7380,102251.0,22554,349700.0,30111.0,50314.0,59.85
7381,98206.0,22556,339000.0,15667.0,26018.0,60.22
7382,44150.0,22560,186600.0,4210.0,6382.0,65.97
7383,58565.0,22567,239100.0,2179.0,3448.0,63.2
7384,48803.0,22572,157700.0,5643.0,7745.0,72.86
7385,40306.0,22576,211700.0,1257.0,1734.0,72.49
7386,61036.0,22578,346700.0,2013.0,2393.0,84.12
7387,100526.0,22579,541700.0,122.0,154.0,79.22
7388,49458.0,22580,203100.0,3342.0,4798.0,69.65
7389,46082.0,22601,249600.0,17852.0,27261.0,65.49
7390,69718.0,22602,261500.0,18972.0,29001.0,65.42
7391,58027.0,22603,233900.0,10053.0,13903.0,72.31
7392,47606.0,22610,258300.0,1382.0,1804.0,76.61
7393,73565.0,22611,353500.0,5792.0,8357.0,69.31
7394,84153.0,22620,377900.0,1760.0,2280.0,77.19
7395,76042.0,22623,188900.0,404.0,723.0,55.88
7396,66193.0,22624,323800.0,1713.0,2452.0,69.86
7397,70066.0,22625,239800.0,2609.0,4145.0,62.94
7398,139181.0,22627,670500.0,710.0,853.0,83.24
7399,61779.0,22630,244300.0,20595.0,30728.0,67.02
7400,71012.0,22637,214800.0,1048.0,1234.0,84.93
7401,96193.0,22639,493100.0,286.0,301.0,95.02
7402,58750.0,22640,353600.0,423.0,777.0,54.44
7403,75250.0,22641,207900.0,396.0,782.0,50.64
7404,75469.0,22642,237300.0,2439.0,3513.0,69.43
7405,76429.0,22643,394700.0,81.0,99.0,81.82
7406,61520.0,22644,212800.0,1671.0,2417.0,69.14
7407,49743.0,22645,233400.0,2464.0,3698.0,66.63
7408,85862.0,22646,472400.0,157.0,205.0,76.59
7409,51541.0,22650,198800.0,932.0,1404.0,66.38
7410,52639.0,22652,249500.0,1067.0,1426.0,74.82
7411,50710.0,22654,259100.0,369.0,468.0,78.85
7412,73074.0,22655,236800.0,12028.0,18970.0,63.41
7413,56250.0,22656,204000.0,1532.0,2222.0,68.95
7414,53386.0,22657,220600.0,7477.0,10990.0,68.03
7415,68750.0,22660,201800.0,1355.0,1949.0,69.52
7416,64444.0,22663,281000.0,1197.0,1648.0,72.63
7417,46641.0,22664,219400.0,6078.0,8380.0,72.53
7418,63974.0,22701,254500.0,20648.0,31280.0,66.01
7419,62426.0,22709,338700.0,733.0,946.0,77.48
7420,-666666666.0,22711,-666666666.0,71.0,71.0,100.0
7421,77583.0,22712,254900.0,4715.0,7393.0,63.78
7422,57042.0,22713,288200.0,964.0,1342.0,71.83
7423,69500.0,22714,303700.0,769.0,1196.0,64.3
7424,73594.0,22715,309100.0,933.0,1484.0,62.87
7425,43807.0,22716,416900.0,561.0,732.0,76.64
7426,66364.0,22718,360900.0,273.0,341.0,80.06
7427,46546.0,22719,218600.0,510.0,668.0,76.35
7428,65833.0,22720,460000.0,774.0,1056.0,73.3
7429,116406.0,22722,331000.0,95.0,132.0,71.97
7430,108036.0,22723,194600.0,52.0,138.0,37.68
7431,70560.0,22724,395200.0,1149.0,1542.0,74.51
7432,45625.0,22726,283300.0,394.0,641.0,61.47
7433,59386.0,22727,265000.0,3647.0,4827.0,75.55
7434,86417.0,22728,363100.0,2366.0,3624.0,65.29
7435,22260.0,22729,172600.0,1126.0,1324.0,85.05
7436,26953.0,22730,28900.0,38.0,38.0,100.0
7437,70625.0,22731,262500.0,78.0,78.0,100.0
7438,67604.0,22732,149000.0,134.0,192.0,69.79
7439,62697.0,22733,350000.0,792.0,1258.0,62.96
7440,75625.0,22734,224800.0,1893.0,3014.0,62.81
7441,63182.0,22735,352600.0,1436.0,2241.0,64.08
7442,75125.0,22736,276400.0,540.0,809.0,66.75
7443,70063.0,22737,246300.0,1962.0,2820.0,69.57
7444,48917.0,22738,259600.0,898.0,1379.0,65.12
7445,47045.0,22740,339600.0,879.0,1038.0,84.68
7446,93125.0,22741,186300.0,122.0,242.0,50.41
7447,68750.0,22742,367900.0,1177.0,1998.0,58.91
7448,102050.0,22743,1000001.0,182.0,244.0,74.59
7449,49375.0,22747,329100.0,751.0,1173.0,64.02
7450,77868.0,22749,636100.0,346.0,420.0,82.38
7451,45167.0,22801,238600.0,16788.0,37250.0,45.07
7452,43821.0,22802,199700.0,16864.0,27307.0,61.76
7453,-666666666.0,22807,-666666666.0,36.0,2182.0,1.65
7454,39792.0,22810,232800.0,418.0,471.0,88.75
7455,40938.0,22811,161900.0,480.0,640.0,75.0
7456,53451.0,22812,221000.0,5334.0,8995.0,59.3
7457,55192.0,22815,173000.0,5107.0,7958.0,64.17
7458,34659.0,22820,24800.0,119.0,139.0,85.61
